v1	medcode	readcode	clinicalevents	readterm	Typei	Typeii	unknowntype
335	47032	"8CS0.00"	158775	"Diabetes care plan agreed"	0	0	1
794	99716	"C10EE12"	4	"Insulin dependent diabetes mellitus with hypoglycaemic coma"	0	0	1
323	58159	"8I3k.00"	331	"Insulin therapy declined"	0	0	1
291	18662	"8HBH.00"	251	"Diabetic retinopathy 6 month review"	0	0	1
271	13678	"ZL62600"	1327	"Referral to diabetic liaison nurse"	0	0	1
741	63371	"C10y100"	50	"Diabetes mellitus, adult, + other specified manifestation"	0	0	1
238	22023	"66AJz00"	2376	"Diabetic - poor control NOS"	0	0	1
367	22967	"2BBF.00"	6430	"Retinal abnormality - diabetes related"	0	0	1
560	90301	"66Ag.00"	144	"Insulin needles changed daily"	0	0	1
762	55209	"U613400"	5	"[X]Failure in dosage in electroshock or insulin-shock ther"	0	0	1
262	94955	"9NiE.00"	1867	"Did not attend XPERT diabetes structured education programme"	0	0	1
374	47328	"2BBk.00"	442	"O/E - right eye stable treated prolif diabetic retinopathy"	0	0	1
729	40933	"4494.00"	3	"Serum insulin - C -polypeptide"	0	0	1
527	49559	"L180300"	55	"Diabetes mellitus during pregnancy - baby not yet delivered"	0	0	1
124	18505	"C108.11"	12304	"IDDM-Insulin dependent diabetes mellitus"	0	0	1
133	11359	"L180.00"	1315	"Diabetes mellitus during pregnancy/childbirth/puerperium"	0	0	1
556	100422	"8HgC.00"	119	"Discharged from diabetes shared care programme"	0	0	1
34	11433	"2BBP.00"	185687	"O/E - right eye background diabetic retinopathy"	0	0	1
508	38130	"ZRB6.00"	488	"Diabetes wellbeing questionnaire"	0	0	1
341	103762	"8BAi.00"	6406	"Insulin passport completed"	0	0	1
460	45491	"C10z.00"	367	"Diabetes mellitus with unspecified complication"	0	0	1
189	26664	"2G5B.00"	6064	"O/E - Left diabetic foot at risk"	0	0	1
368	55123	"66AO.00"	157	"Date diabetic treatment stopp."	0	0	1
416	95539	"C10FS00"	16	"Maternally inherited diabetes mellitus"	0	0	1
549	95553	"9NiA.00"	1330	"Did not attend diabetes structured education programme"	0	0	1
79	12262	"8I3X.00"	27889	"Diabetic retinopathy screening refused"	0	0	1
482	26665	"2G51100"	798	"Foot abnormality - non-diabetes"	0	0	1
380	106332	"9m00.00"	3529	"Eligible for diabetic retinopathy screening"	0	0	1
6	5234	"6872.00"	611823	"Diabetes mellitus screen"	0	0	1
158	22823	"66Ab.00"	54399	"Diabetic foot examination"	0	0	1
310	39420	"F381300"	64	"Myasthenic syndrome due to diabetic amyotrophy"	0	0	1
425	53238	"66AG.00"	202	"Diabetic drug side effects"	0	0	1
206	10099	"F420300"	1050	"Advanced diabetic maculopathy"	0	0	1
391	10659	"F464000"	1747	"Diabetic cataract"	0	0	1
245	32359	"ZRbH.00"	303	"Perceived control of insulin-dependent diabetes"	0	0	1
567	50972	"C100z00"	1833	"Diabetes mellitus NOS with no mention of complication"	0	0	1
98	95159	"9NiD.00"	2315	"Did not attend DESMOND diabetes structured education program"	0	0	1
711	39809	"C108J00"	35	"Insulin dependent diab mell with neuropathic arthropathy"	0	0	1
543	108218	"66AJ400"	36	"Hypoglycaemic warning absent"	0	0	1
504	105446	"679c.00"	252	"Insulin administration education"	0	0	1
109	13108	"2BBX.00"	32293	"O/E - left eye diabetic maculopathy"	0	0	1
400	5002	"F372.11"	499	"Diabetic polyneuropathy"	0	0	1
115	105740	"2G5d.00"	21124	"O/E - Left diabetic foot at increased risk"	0	0	1
531	63364	"U602312"	14	"[X] Adverse reaction to insulins"	0	0	1
165	35116	"2G5L.00"	15828	"O/E - Left diabetic foot - ulcerated"	0	0	1
326	38129	"9N0o.00"	3444	"Seen in community diabetic specialist nurse clinic"	0	0	1
39	31156	"2G5J.00"	362400	"O/E - Left diabetic foot at moderate risk"	0	0	1
85	12507	"9N2i.00"	5567	"Seen by diabetic liaison nurse"	0	0	1
638	106445	"9m0E.00"	20	"Excluded from diabetic retinopathy screen physical disorder"	0	0	1
744	66675	"C10A000"	4	"Malnutrition-related diabetes mellitus with coma"	0	0	1
810	112402	"C107y00"	1	"Other specified diabetes mellitus with periph circ comps"	0	0	1
198	16502	"C104.00"	1859	"Diabetes mellitus with renal manifestation"	0	0	1
54	31171	"2G5G.00"	104960	"O/E - Right diabetic foot at high risk"	0	0	1
57	61021	"68AB.00"	11959	"Diabetic digital retinopathy screening offered"	0	0	1
622	64446	"C108G00"	4	"Insulin dependent diab mell with peripheral angiopathy"	0	0	1
72	7795	"C106.12"	12150	"Diabetes mellitus with neuropathy"	0	0	1
240	16490	"66AH.00"	14819	"Diabetic treatment changed"	0	0	1
185	94647	"9Oy..00"	9419	"Diabetes screening administration"	0	0	1
369	47144	"2BBM.00"	63365	"O/E - diabetic maculopathy absent both eyes"	0	0	1
528	107423	"661N400"	2763	"Diabetes self-management plan review"	0	0	1
818	114439	"C10A200"	1	"Malnutrition-related diabetes mellitus with renal complicatn"	0	0	1
252	61523	"C106y00"	61	"Other specified diabetes mellitus with neurological comps"	0	0	1
349	35785	"F372100"	519	"Chronic painful diabetic neuropathy"	0	0	1
243	46624	"C10C.11"	403	"Maturity onset diabetes in youth"	0	0	1
172	82474	"8Hl4.00"	4679	"Referral to community diabetes specialist nurse"	0	0	1
265	107560	"67H9.00"	32817	"Education about lifestyle for risk of diabetes"	0	0	1
214	13101	"2BBV.00"	5782	"O/E - left eye proliferative diabetic retinopathy"	0	0	1
162	17095	"2G5A.00"	7224	"O/E - Right diabetic foot at risk"	0	0	1
641	106778	"9m0C.00"	9	"Excluded frm diabetic retinopathy screen as terminal illness"	0	0	1
41	96010	"66Ap.00"	3626	"Insulin treatment initiated"	0	0	1
565	57621	"C108D00"	28	"Insulin dependent diabetes mellitus with nephropathy"	0	0	1
679	44312	"9M10.00"	50	"Informed dissent for diabetes national audit"	0	0	1
589	61210	"TJ23z00"	77	"Adverse reaction to insulins and antidiabetic agents NOS"	0	0	1
53	31172	"2G5K.00"	104321	"O/E - Left diabetic foot at high risk"	0	0	1
30	2379	"9N1Q.00"	1852835	"Seen in diabetic clinic"	0	0	1
231	31790	"F372.00"	2359	"Polyneuropathy in diabetes"	0	0	1
734	43227	"C10F311"	10	"Type II diabetes mellitus with multiple complications"	0	1	0
407	64571	"C109C11"	7	"Type II diabetes mellitus with nephropathy"	0	1	0
148	54212	"C109F00"	10	"Non-insulin-dependent d m with peripheral angiopath"	0	1	0
177	2664	"L180900"	7009	"Gestational diabetes mellitus"	0	1	0
816	109103	"C109911"	46	"Type II diabetes mellitus without complication"	0	1	0
147	18496	"C10F600"	2610	"Type 2 diabetes mellitus with retinopathy"	0	1	0
699	24836	"C109C12"	13	"Type 2 diabetes mellitus with nephropathy"	0	1	0
278	34268	"C10F200"	208	"Type 2 diabetes mellitus with neurological complications"	0	1	0
183	26054	"C10FL00"	6364	"Type 2 diabetes mellitus with persistent proteinuria"	0	1	0
722	56268	"C109D11"	2	"Type II diabetes mellitus with hypoglycaemic coma"	0	1	0
771	67212	"C10H000"	3	"DM induced by non-steroid drugs without complication"	0	1	0
800	105784	"C109912"	5	"Type 2 diabetes mellitus without complication"	0	1	0
244	26108	"C10B000"	152	"Steroid induced diabetes mellitus without complication"	0	1	0
489	47321	"C10F100"	123	"Type 2 diabetes mellitus with ophthalmic complications"	0	1	0
221	104588	"66Ay.00"	568	"Gestational diabetes mellitus annual review"	0	1	0
749	49869	"C109G12"	1	"Type 2 diabetes mellitus with arthropathy"	0	1	0
457	50609	"L180600"	67	"Pre-existing diabetes mellitus, non-insulin-dependent"	0	1	0
120	34450	"C10FK00"	853	"Hyperosmolar non-ketotic state in type 2 diabetes mellitus"	0	1	0
673	55075	"C109411"	23	"Type II diabetes mellitus with ulcer"	0	1	0
473	63690	"C10FR00"	367	"Type 2 diabetes mellitus with gastroparesis"	0	1	0
709	59365	"C109C00"	75	"Non-insulin dependent diabetes mellitus with nephropathy"	0	1	0
659	48192	"C109E11"	15	"Type II diabetes mellitus with diabetic cataract"	0	1	0
229	36695	"C10D.00"	406	"Diabetes mellitus autosomal dominant type 2"	0	1	0
581	64668	"C10FJ11"	161	"Insulin treated Type II diabetes mellitus"	0	1	0
382	47315	"C10F711"	120	"Type II diabetes mellitus - poor control"	0	1	0
618	63762	"C10z100"	455	"Diabetes mellitus, adult onset, + unspecified complication"	0	1	0
88	35397	"C1A..00"	1021	"Insulin resistance"	0	1	0
494	37957	"C10K.00"	105	"Type A insulin resistance"	0	1	0
603	68843	"C103100"	10	"Diabetes mellitus, adult onset, with ketoacidotic coma"	0	1	0
644	50429	"C109100"	26	"Non-insulin-dependent diabetes mellitus with ophthalm comps"	0	1	0
365	98978	"38DM.00"	281	"Age, BP, clinical feat, duration, diabetes 2 stroke rsk scre"	0	1	0
706	24693	"C109G00"	12	"Non-insulin dependent diabetes mellitus with arthropathy"	0	1	0
477	51756	"C10FP00"	40	"Type 2 diabetes mellitus with ketoacidotic coma"	0	1	0
155	59253	"C10FG00"	93	"Type 2 diabetes mellitus with arthropathy"	0	1	0
514	18143	"C109G11"	1	"Type II diabetes mellitus with arthropathy"	0	1	0
542	45467	"C109B00"	15	"Non-insulin dependent diabetes mellitus with polyneuropathy"	0	1	0
319	49074	"C10F400"	175	"Type 2 diabetes mellitus with ulcer"	0	1	0
582	43785	"C109D00"	14	"Non-insulin dependent diabetes mellitus with hypoglyca coma"	0	1	0
55	4513	"C109.00"	160632	"Non-insulin dependent diabetes mellitus"	0	1	0
583	100964	"C10F111"	9	"Type II diabetes mellitus with ophthalmic complications"	0	1	0
717	106528	"C10FN11"	8	"Type II diabetes mellitus with ketoacidosis"	0	1	0
228	18390	"C10FM00"	11970	"Type 2 diabetes mellitus with persistent microalbuminuria"	0	1	0
804	109865	"C109B12"	3	"Type 2 diabetes mellitus with polyneuropathy"	0	1	0
379	109700	"66AH300"	233	"Conversion to non-insulin injectable medication"	0	1	0
554	107508	"66AH200"	60	"Conversion to insulin by diabetes specialist nurse"	0	1	0
639	45919	"C109212"	17	"Type 2 diabetes mellitus with neurological complications"	0	1	0
12	13195	"9OL5.00"	395337	"Diabetes monitoring 2nd letter"	0	1	0
570	103902	"C10FG11"	25	"Type II diabetes mellitus with arthropathy"	0	1	0
538	104639	"C10FF11"	47	"Type II diabetes mellitus with peripheral angiopathy"	0	1	0
802	108005	"C109312"	57	"Type 2 diabetes mellitus with multiple complications"	0	1	0
727	72320	"C109A00"	3	"Non-insulin dependent diabetes mellitus with mononeuropathy"	0	1	0
456	110344	"66o2.00"	809	"Diabetic on non-insulin injectable medication"	0	1	0
680	56885	"C10K000"	1	"Type A insulin resistance without complication"	0	1	0
611	52303	"C109000"	38	"Non-insulin-dependent diabetes mellitus with renal comps"	0	1	0
585	65267	"C10F300"	52	"Type 2 diabetes mellitus with multiple complications"	0	1	0
414	21482	"C102.00"	272	"Diabetes mellitus with hyperosmolar coma"	0	1	0
82	28622	"2126300"	8652	"Diabetes resolved"	0	1	0
564	44779	"C109E12"	11	"Type 2 diabetes mellitus with diabetic cataract"	0	1	0
616	45913	"C109712"	94	"Type 2 diabetes mellitus - poor control"	0	1	0
14	17859	"C109.12"	52255	"Type 2 diabetes mellitus"	0	1	0
293	18278	"C109J00"	5799	"Insulin treated Type 2 diabetes mellitus"	0	1	0
752	70316	"C109112"	40	"Type 2 diabetes mellitus with ophthalmic complications"	0	1	0
195	18777	"C10F000"	281	"Type 2 diabetes mellitus with renal complications"	0	1	0
513	18209	"C109012"	24	"Type 2 diabetes mellitus with renal complications"	0	1	0
331	12736	"C10F500"	77	"Type 2 diabetes mellitus with gangrene"	0	1	0
579	43139	"C102100"	41	"Diabetes mellitus, adult onset, with hyperosmolar coma"	0	1	0
809	111798	"C10FQ11"	3	"Type II diabetes mellitus with exudative maculopathy"	0	1	0
748	113609	"C10FR11"	1	"Type II diabetes mellitus with gastroparesis"	0	1	0
634	47816	"C109H11"	9	"Type II diabetes mellitus with neuropathic arthropathy"	0	1	0
302	58604	"C109611"	34	"Type II diabetes mellitus with retinopathy"	0	1	0
459	39317	"C106100"	583	"Diabetes mellitus, adult onset, + neurological manifestation"	0	1	0
783	91646	"C10F411"	6	"Type II diabetes mellitus with ulcer"	0	1	0
779	60699	"C109F12"	5	"Type 2 diabetes mellitus with peripheral angiopathy"	0	1	0
640	102201	"C10FC11"	72	"Type II diabetes mellitus with nephropathy"	0	1	0
345	35105	"C104100"	159	"Diabetes mellitus, adult onset, with renal manifestation"	0	1	0
595	107331	"66AH100"	68	"Conversion to insulin in secondary care"	0	1	0
522	98723	"C10FD11"	48	"Type II diabetes mellitus with hypoglycaemic coma"	0	1	0
606	72345	"C102z00"	10	"Diabetes mellitus NOS with hyperosmolar coma"	0	1	0
698	50225	"C109011"	11	"Type II diabetes mellitus with renal complications"	0	1	0
555	54856	"C101100"	119	"Diabetes mellitus, adult onset, with ketoacidosis"	0	1	0
332	44982	"C10FE00"	246	"Type 2 diabetes mellitus with diabetic cataract"	0	1	0
512	51939	"ZV6DB00"	50	"[V]Admitted for conversion to insulin"	0	1	0
468	50527	"C10FB11"	45	"Type II diabetes mellitus with polyneuropathy"	0	1	0
4	506	"C100112"	107239	"Non-insulin dependent diabetes mellitus"	0	1	0
687	69278	"C109E00"	31	"Non-insulin depend diabetes mellitus with diabetic cataract"	0	1	0
466	109197	"C10FH11"	6	"Type II diabetes mellitus with neuropathic arthropathy"	0	1	0
100	101801	"66At100"	363242	"Type II diabetic dietary review"	0	1	0
295	32627	"C10FN00"	1296	"Type 2 diabetes mellitus with ketoacidosis"	0	1	0
632	53392	"C10F911"	327	"Type II diabetes mellitus without complication"	0	1	0
507	42762	"C109612"	45	"Type 2 diabetes mellitus with retinopathy"	0	1	0
118	1407	"C10FJ00"	19498	"Insulin treated Type 2 diabetes mellitus"	0	1	0
285	59991	"C10D.11"	44	"Maturity onset diabetes in youth type 2"	0	1	0
587	49655	"C10F611"	69	"Type II diabetes mellitus with retinopathy"	0	1	0
315	56803	"C107400"	77	"NIDDM with peripheral circulatory disorder"	0	1	0
674	66965	"C109H12"	9	"Type 2 diabetes mellitus with neuropathic arthropathy"	0	1	0
715	57278	"C10F011"	10	"Type II diabetes mellitus with renal complications"	0	1	0
267	8403	"C109700"	2282	"Non-insulin dependent diabetes mellitus - poor control"	0	1	0
187	35385	"C10FH00"	277	"Type 2 diabetes mellitus with neuropathic arthropathy"	0	1	0
631	62107	"C109511"	10	"Type II diabetes mellitus with gangrene"	0	1	0
612	62674	"C10FA00"	86	"Type 2 diabetes mellitus with mononeuropathy"	0	1	0
439	46917	"C10FD00"	157	"Type 2 diabetes mellitus with hypoglycaemic coma"	0	1	0
713	47409	"C109B11"	5	"Type II diabetes mellitus with polyneuropathy"	0	1	0
792	104323	"C10F511"	4	"Type II diabetes mellitus with gangrene"	0	1	0
0	758	"C10F.00"	1464114	"Type 2 diabetes mellitus"	0	1	0
46	83532	"66Ao.00"	157668	"Diabetes type 2 review"	0	1	0
71	12640	"C10FC00"	2481	"Type 2 diabetes mellitus with nephropathy"	0	1	0
401	55842	"C109200"	18	"Non-insulin-dependent diabetes mellitus with neuro comps"	0	1	0
236	11551	"C10B.00"	2173	"Diabetes mellitus induced by steroids"	0	1	0
695	46150	"C109512"	12	"Type 2 diabetes mellitus with gangrene"	0	1	0
437	60796	"C10FL11"	63	"Type II diabetes mellitus with persistent proteinuria"	0	1	0
758	106061	"C10FP11"	1	"Type II diabetes mellitus with ketoacidotic coma"	0	1	0
394	17262	"C109600"	155	"Non-insulin-dependent diabetes mellitus with retinopathy"	0	1	0
73	11047	"66AH000"	12713	"Conversion to insulin"	0	1	0
723	95351	"C10FA11"	37	"Type II diabetes mellitus with mononeuropathy"	0	1	0
635	36633	"C109K00"	104	"Hyperosmolar non-ketotic state in type 2 diabetes mellitus"	0	1	0
108	102611	"66At111"	400	"Type 2 diabetic dietary review"	0	1	0
605	24458	"C109711"	93	"Type II diabetes mellitus - poor control"	0	1	0
578	62146	"C109300"	10	"Non-insulin-dependent diabetes mellitus with multiple comps"	0	1	0
406	107824	"C10P100"	459	"Type II diabetes mellitus in remission"	0	1	0
89	18219	"C109.13"	5938	"Type II diabetes mellitus"	0	1	0
710	65704	"C109412"	18	"Type 2 diabetes mellitus with ulcer"	0	1	0
740	67905	"C109211"	5	"Type II diabetes mellitus with neurological complications"	0	1	0
812	113495	"C109311"	1	"Type II diabetes mellitus with multiple complications"	0	1	0
196	94777	"ZV13F00"	990	"[V]Personal history of gestational diabetes mellitus"	0	1	0
289	54773	"C10F800"	65	"Reaven's syndrome"	0	1	0
146	14803	"C100100"	23884	"Diabetes mellitus, adult onset, no mention of complication"	0	1	0
360	61122	"C10H.00"	58	"Diabetes mellitus induced by non-steroid drugs"	0	1	0
669	54899	"C109F11"	4	"Type II diabetes mellitus with peripheral angiopathy"	0	1	0
239	25627	"C10F700"	1904	"Type 2 diabetes mellitus - poor control"	0	1	0
604	98616	"C10F211"	3	"Type II diabetes mellitus with neurological complications"	0	1	0
588	37648	"C109J11"	46	"Insulin treated non-insulin dependent diabetes mellitus"	0	1	0
515	18264	"C109J12"	93	"Insulin treated Type II diabetes mellitus"	0	1	0
739	85991	"C10FM11"	8	"Type II diabetes mellitus with persistent microalbuminuria"	0	1	0
103	5884	"C109.11"	13753	"NIDDM - Non-insulin dependent diabetes mellitus"	0	1	0
676	59725	"C109111"	6	"Type II diabetes mellitus with ophthalmic complications"	0	1	0
615	110611	"C10P111"	181	"Type 2 diabetes mellitus in remission"	0	1	0
571	93727	"C10FE11"	143	"Type II diabetes mellitus with diabetic cataract"	0	1	0
479	41389	"C105100"	191	"Diabetes mellitus, adult onset, + ophthalmic manifestation"	0	1	0
205	37806	"C10FF00"	201	"Type 2 diabetes mellitus with peripheral angiopathy"	0	1	0
764	50813	"C109A11"	1	"Type II diabetes mellitus with mononeuropathy"	0	1	0
602	34912	"C109400"	237	"Non-insulin dependent diabetes mellitus with ulcer"	0	1	0
772	107701	"C10FK11"	2	"Hyperosmolar non-ketotic state in type II diabetes mellitus"	0	1	0
424	39406	"C109800"	21	"Reaven's syndrome"	0	1	0
692	61071	"C109D12"	8	"Type 2 diabetes mellitus with hypoglycaemic coma"	0	1	0
655	40401	"C109500"	25	"Non-insulin dependent diabetes mellitus with gangrene"	0	1	0
179	22884	"C10F.11"	11222	"Type II diabetes mellitus"	0	1	0
402	39481	"C10F811"	223	"Metabolic syndrome X"	0	1	0
322	29979	"C109900"	330	"Non-insulin-dependent diabetes mellitus without complication"	0	1	0
107	18766	"212H.00"	5216	"Diabetes resolved"	0	1	0
413	32193	"C11y000"	444	"Steroid induced diabetes"	0	1	0
258	18425	"C10FB00"	324	"Type 2 diabetes mellitus with polyneuropathy"	0	1	0
385	47954	"C10F900"	1030	"Type 2 diabetes mellitus without complication"	0	1	0
69	8446	"L180811"	44803	"Gestational diabetes mellitus"	0	1	0
481	40962	"C109H00"	15	"Non-insulin dependent d m with neuropathic arthropathy"	0	1	0
297	25591	"C10FQ00"	292	"Type 2 diabetes mellitus with exudative maculopathy"	0	1	0
720	93878	"C10E511"	10	"Type I diabetes mellitus with ulcer"	1	0	0
697	42567	"C103000"	11	"Diabetes mellitus, juvenile type, with ketoacidotic coma"	1	0	0
786	109628	"C10P011"	2	"Type 1 diabetes mellitus in remission"	1	0	0
434	40682	"C10E900"	133	"Type 1 diabetes mellitus maturity onset"	1	0	0
791	99231	"C108B11"	1	"Type I diabetes mellitus with mononeuropathy"	1	0	0
803	108007	"C108311"	1	"Type I diabetes mellitus with multiple complications"	1	0	0
275	30323	"C10EK00"	764	"Type 1 diabetes mellitus with persistent proteinuria"	1	0	0
404	108360	"C10P000"	3	"Type I diabetes mellitus in remission"	1	0	0
545	21983	"C108012"	5	"Type 1 diabetes mellitus with renal complications"	1	0	0
561	66145	"C10EN11"	1	"Type I diabetes mellitus with ketoacidotic coma"	1	0	0
705	49146	"C108211"	1	"Type I diabetes mellitus with neurological complications"	1	0	0
594	47650	"C10E300"	47	"Type 1 diabetes mellitus with multiple complications"	1	0	0
256	31141	"9OL8.00"	79809	"Diabetes monitor.phone invite"	1	0	0
735	62613	"C10EA11"	4	"Type I diabetes mellitus without complication"	1	0	0
91	85660	"66An.00"	7769	"Diabetes type 1 review"	1	0	0
357	33969	"C10A100"	158	"Malnutrition-related diabetes mellitus with ketoacidosis"	1	0	0
562	49949	"C10E411"	14	"Unstable type I diabetes mellitus"	1	0	0
346	42831	"C10E200"	31	"Type 1 diabetes mellitus with neurological complications"	1	0	0
428	24490	"C100000"	3994	"Diabetes mellitus, juvenile type, no mention of complication"	1	0	0
541	111483	"66o6.00"	127	"Diabetic on insulin and glucagon-like peptide 1"	1	0	0
493	44033	"F345000"	58	"Diabetic mononeuritis multiplex"	1	0	0
637	45914	"C108812"	21	"Type 1 diabetes mellitus - poor control"	1	0	0
817	110400	"C108F12"	1	"Type 1 diabetes mellitus with diabetic cataract"	1	0	0
478	38161	"C108711"	20	"Type I diabetes mellitus with retinopathy"	1	0	0
61	14050	"42c..00"	2710	"HbA1 - diabetic control"	1	0	0
598	38617	"C101y00"	46	"Other specified diabetes mellitus with ketoacidosis"	1	0	0
746	61829	"C108212"	6	"Type 1 diabetes mellitus with neurological complications"	1	0	0
112	1682	"C101.00"	21693	"Diabetes mellitus with ketoacidosis"	1	0	0
643	70448	"C107000"	4	"Diabetes mellitus, juvenile +peripheral circulatory disorder"	1	0	0
233	39070	"C10EE00"	126	"Type 1 diabetes mellitus with hypoglycaemic coma"	1	0	0
359	62209	"C10EM11"	79	"Type I diabetes mellitus with ketoacidosis"	1	0	0
281	30294	"C10EL00"	648	"Type 1 diabetes mellitus with persistent microalbuminuria"	1	0	0
776	113197	"C108D12"	2	"Type 1 diabetes mellitus with nephropathy"	1	0	0
309	18683	"C10E500"	68	"Type 1 diabetes mellitus with ulcer"	1	0	0
450	42505	"C101z00"	585	"Diabetes mellitus NOS with ketoacidosis"	1	0	0
633	47649	"C10E100"	34	"Type 1 diabetes mellitus with ophthalmic complications"	1	0	0
474	62352	"C108H11"	1	"Type I diabetes mellitus with arthropathy"	1	0	0
665	96235	"C10E911"	34	"Type I diabetes mellitus maturity onset"	1	0	0
502	22871	"C10EP00"	97	"Type 1 diabetes mellitus with exudative maculopathy"	1	0	0
788	97474	"C108412"	7	"Unstable type 1 diabetes mellitus"	1	0	0
654	46850	"C108811"	20	"Type I diabetes mellitus - poor control"	1	0	0
787	97446	"C108912"	2	"Type 1 diabetes mellitus maturity onset"	1	0	0
203	55239	"C10EQ00"	676	"Type 1 diabetes mellitus with gastroparesis"	1	0	0
813	113863	"C10ED11"	1	"Type I diabetes mellitus with nephropathy"	1	0	0
761	24694	"C108B00"	3	"Insulin dependent diabetes mellitus with mononeuropathy"	1	0	0
486	97281	"9Nl4.00"	1807	"Seen by general practitioner special interest in diabetes"	1	0	0
617	69748	"C105000"	16	"Diabetes mellitus, juvenile type, + ophthalmic manifestation"	1	0	0
201	10418	"C10ED00"	577	"Type 1 diabetes mellitus with nephropathy"	1	0	0
738	95343	"C10E711"	29	"Type I diabetes mellitus with retinopathy"	1	0	0
484	43921	"C10E400"	67	"Unstable type 1 diabetes mellitus"	1	0	0
13	13192	"9OLA.00"	122418	"Diabetes monitor. check done"	1	0	0
405	69676	"C10EA00"	74	"Type 1 diabetes mellitus without complication"	1	0	0
516	18230	"C108J12"	3	"Type 1 diabetes mellitus with neuropathic arthropathy"	1	0	0
660	91942	"C10E311"	6	"Type I diabetes mellitus with multiple complications"	1	0	0
754	99311	"C10E111"	1	"Type I diabetes mellitus with ophthalmic complications"	1	0	0
325	40837	"C10EN00"	342	"Type 1 diabetes mellitus with ketoacidotic coma"	1	0	0
731	108724	"C10EQ11"	5	"Type I diabetes mellitus with gastroparesis"	1	0	0
242	24423	"C108.13"	972	"Type I diabetes mellitus"	1	0	0
364	17247	"F35z000"	351	"Diabetic mononeuritis NOS"	1	0	0
97	17858	"C108.12"	7238	"Type 1 diabetes mellitus"	1	0	0
372	42360	"42c0.00"	191	"HbA1 < 7% - good control"	1	0	0
624	70766	"C108E12"	6	"Type 1 diabetes mellitus with hypoglycaemic coma"	1	0	0
696	40023	"C102000"	11	"Diabetes mellitus, juvenile type, with hyperosmolar coma"	1	0	0
519	18642	"C10EH00"	13	"Type 1 diabetes mellitus with arthropathy"	1	0	0
755	91943	"C10EC11"	1	"Type I diabetes mellitus with polyneuropathy"	1	0	0
308	46301	"C10EC00"	40	"Type 1 diabetes mellitus with polyneuropathy"	1	0	0
387	94330	"8H4e.00"	645	"Referral to diabetes special interest general practitioner"	1	0	0
807	111106	"C108A12"	1	"Type 1 diabetes mellitus without complication"	1	0	0
534	66872	"C108D11"	8	"Type I diabetes mellitus with nephropathy"	1	0	0
662	19807	"42c3.00"	47	"HbA1 level (DCCT aligned)"	1	0	0
539	93468	"C10EG00"	8	"Type 1 diabetes mellitus with peripheral angiopathy"	1	0	0
279	35288	"C10E800"	546	"Type 1 diabetes mellitus - poor control"	1	0	0
756	102620	"C10EL11"	1	"Type I diabetes mellitus with persistent microalbuminuria"	1	0	0
353	51957	"C108511"	12	"Type I diabetes mellitus with ulcer"	1	0	0
487	110379	"66o5.00"	1004	"Diabetic on oral treatment and glucagon-like peptide 1"	1	0	0
789	97894	"C10EP11"	3	"Type I diabetes mellitus with exudative maculopathy"	1	0	0
435	12455	"C10E.11"	1081	"Type I diabetes mellitus"	1	0	0
237	18387	"C10E700"	750	"Type 1 diabetes mellitus with retinopathy"	1	0	0
569	53200	"C101000"	173	"Diabetes mellitus, juvenile type, with ketoacidosis"	1	0	0
524	46079	"42c2.00"	733	"HbA1 > 10% - bad control"	1	0	0
737	68390	"C108512"	15	"Type 1 diabetes mellitus with ulcer"	1	0	0
767	109837	"C10E011"	3	"Type I diabetes mellitus with renal complications"	1	0	0
778	114401	"C108612"	1	"Type 1 diabetes mellitus with gangrene"	1	0	0
178	102704	"66At000"	14555	"Type I diabetic dietary review"	1	0	0
821	115410	"C108611"	1	"Type I diabetes mellitus with gangrene"	1	0	0
769	60107	"C108411"	4	"Unstable type I diabetes mellitus"	1	0	0
577	69993	"C10E600"	21	"Type 1 diabetes mellitus with gangrene"	1	0	0
703	105337	"C10E811"	24	"Type I diabetes mellitus - poor control"	1	0	0
689	68792	"C10z000"	90	"Diabetes mellitus, juvenile type, + unspecified complication"	1	0	0
799	102740	"C108112"	1	"Type 1 diabetes mellitus with ophthalmic complications"	1	0	0
321	54008	"C10EJ00"	81	"Type 1 diabetes mellitus with neuropathic arthropathy"	1	0	0
440	41049	"C108712"	15	"Type 1 diabetes mellitus with retinopathy"	1	0	0
614	67853	"C106000"	231	"Diabetes mellitus, juvenile, + neurological manifestation"	1	0	0
773	60208	"C108J11"	3	"Type I diabetes mellitus with neuropathic arthropathy"	1	0	0
651	47582	"C10E000"	64	"Type 1 diabetes mellitus with renal complications"	1	0	0
558	49554	"C10EF00"	24	"Type 1 diabetes mellitus with diabetic cataract"	1	0	0
517	17545	"C108F11"	7	"Type I diabetes mellitus with diabetic cataract"	1	0	0
751	95992	"C108A11"	1	"Type I diabetes mellitus without complication"	1	0	0
625	42729	"C108E11"	15	"Type I diabetes mellitus with hypoglycaemic coma"	1	0	0
452	104453	"66At011"	289	"Type 1 diabetic dietary review"	1	0	0
685	68105	"C10EB00"	16	"Type 1 diabetes mellitus with mononeuropathy"	1	0	0
646	61344	"C108011"	6	"Type I diabetes mellitus with renal complications"	1	0	0
682	102112	"C10E611"	15	"Type I diabetes mellitus with gangrene"	1	0	0
707	98392	"C10C.12"	16	"Maturity onset diabetes in youth type 1"	1	0	0
814	113975	"C108C11"	1	"Type I diabetes mellitus with polyneuropathy"	1	0	0
