v1	medcodeid	cleansedreadcode	observations	term	snomedctconceptid	Typei	Typeii	unknowntype
1469	1841481000006111	" "	2	"Diabetic foot screening invitation second letter"	1841481000006107	0	0	1
384	1164191000000111	"679L000"	40000	"Education about self management of diabetes"	698610002	0	0	1
1110	857981000006113	" "	80	"Right preproliferative diabetic retinopathy"	857981000006109	0	0	1
765	967701000006116	"C10M.00"	100	"Lipoatrophic diabetes mellitus"	127012008	0	0	1
890	12490041000006116	" "	10	"Diabetic retinopathy screening offered"	417256004	0	0	1
34	1488397014	"2G5I.00"	6000000	"O/E - Left diabetic foot at low risk"	394675000	0	0	1
874	8239331000006119	" "	50	"Insulin sensitivity factor - breakfast"	768161000000100	0	0	1
630	856681000006119	" "	2000	"Left diabetic foot moderate risk"	856681000006103	0	0	1
1097	6022831000006119	" "	9	"Diabetic vitreous haemorrhage"	312910009	0	0	1
1017	6022581000006116	" "	200	"Mild non-proliferative diabetic retinopathy"	312903003	0	0	1
554	1783381000006112	"671F000"	3000	"Insulin alert patient information booklet information discussed"	804941000000106	0	0	1
1166	746791000006111	"C108A00"	500	"Insulin-dependent diabetes without complication"	111552007	0	0	1
872	7500211000006117	" "	30	"Pre-existing diabetes mellitus in pregnancy"	609563008	0	0	1
1161	1954041000006119	" "	9	"Diabetic - uses carbohydrate counting"	1954041000006103	0	0	1
497	418920011	"13L4.11"	700	"History of diabetes mellitus in child of subject"	444094009	0	0	1
164	764201000006110	"2G5C.00"	3000	"Foot abnormality - diabetes related"	280137006	0	0	1
52	2159973010	"2BBP.00"	400000	"O/E - right eye background diabetic retinopathy"	408409007	0	0	1
113	406351000000114	"8Hl1.00"	200000	"Referral for diabetic retinopathy screening"	248161000000101	0	0	1
49	264729012	"66AZ.00"	500000	"Diabetic monitoring NOS"	170742000	0	0	1
18	77727018	"C10E.12"	60000	"Insulin dependent diabetes mellitus"	73211009	0	0	1
191	532331000000119	"9OLF.00"	50000	"Diabetes structured education programme completed"	755491000000100	0	0	1
1163	8098371000006112	" "	7	"XPERT (expert patient education versus routine treatment) diabetes structured education programme completed"	306531000000104	0	0	1
677	2378231000000112	"8Hgd.00"	1000	"Discharge from secondary care diabetes service"	927821000000100	0	0	1
840	8099221000006113	" "	100	"Did not complete expert patient education versus routine treatment diabetes structured education programme"	307021000000105	0	0	1
427	297755010	"F420300"	5000	"Advanced diabetic maculopathy"	193350004	0	0	1
172	347657010	"F420400"	200000	"Diabetic maculopathy"	232020009	0	0	1
909	12705021000006112	" "	40	"Clinically significant macular oedema of right eye due to diabetes mellitus"	769221001	0	0	1
250	1488406011	"6761.00"	4000	"Diabetic pre-pregnancy counselling"	394684000	0	0	1
1247	12489821000006114	" "	20	"Diabetes key contact"	408290003	0	0	1
1359	3941571000006114	" "	5	"Insulin C-peptide measurement"	88705004	0	0	1
44	264681018	"66A4.00"	4000000	"Diabetic on oral treatment"	170746002	0	0	1
43	264723013	"66AP.00"	2000000	"Diabetes: practice programme"	170774007	0	0	1
775	1935341000006117	" "	700	"Patient in diabetes study"	1935341000006101	0	0	1
713	8082941000006118	" "	100	"Attended DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme"	276651000000107	0	0	1
1023	616151000006118	"L180000"	40	"Diabetes mellitus - unspec whether in pregnancy/puerperium"	199223000	0	0	1
776	303846016	"K01x100"	700	"Nephrotic syndrome in diabetes mellitus"	197605007	0	0	1
1290	720311000006119	"C10AX00"	1	"Malnutrit-relat diabetes mellitus with other spec comps"	190411003	0	0	1
1187	2691031000006117	" "	20	"Functional hyperinsulinaemia"	12002009	0	0	1
1333	12085891000006118	" "	4	"Clinically significant macular oedema of right eye co-occurrent and due to diabetes mellitus"	769221001	0	0	1
463	1967341000006115	"9NST.00"	7000	"Not suitable for DESMOND (Diabetes Education and Self Management for Ongoing and Newly Diagnosed) programme"	720504004	0	0	1
1407	1132371000006115	" "	1	"Adverse reaction to Insulin zinc suspension (bovine and porcine)"	1132371000006104	0	0	1
878	8239341000006112	" "	40	"Insulin sensitivity factor - lunch"	768171000000107	0	0	1
226	1583841000006111	" "	1000	"Ineligibility for diabetic eye screening"	1583841000006107	0	0	1
1033	857741000006117	" "	2000	"Right diabetic foot moderate risk"	857741000006101	0	0	1
163	297754014	"F420200"	50000	"Preproliferative diabetic retinopathy"	193349004	0	0	1
456	1799241000000115	"8CE0100"	10000	"Insulin alert patient information booklet given"	804851000000104	0	0	1
1196	1932051000006114	" "	200	"3D study - problems with diabetes management"	1932051000006105	0	0	1
97	616341000006117	"6872.00"	700000	"Diabetes mellitus screening"	171183004	0	0	1
1468	1031051000006113	" "	2	"Adverse reaction to Protamine Zinc Bovine Insulin"	1031051000006109	0	0	1
956	213141000006111	"L180X00"	200	"Pre-existing diabetes mellitus, unspecified"	385051000000106	0	0	1
92	1484923019	"8H7r.00"	200000	"Refer to diabetic foot screener"	390890005	0	0	1
1103	1861341000006117	" "	10	"Adverse reaction to Insulin Degludec"	1861341000006101	0	0	1
1346	6611521000006112	" "	6	"Diabetes self-monitoring health education"	398773005	0	0	1
106	546471000000114	"9OLM.00"	500000	"Diabetes structured education programme declined"	306591000000103	0	0	1
734	13761000006115	"C106y00"	100	"Other specified diabetes mellitus with neurological comps"	422088007	0	0	1
607	391111000006119	"U602300"	800	"Adverse reaction to antidiabetic drug"	430400006	0	0	1
1413	1048331000006114	" "	1	"Adverse reaction to Insulin Glulisine"	1048331000006105	0	0	1
592	73294018	"F464000"	8000	"Diabetic cataract"	43959009	0	0	1
23	1488403015	"2G5J.00"	1000000	"O/E - Left diabetic foot at moderate risk"	394681008	0	0	1
703	975261000006113	"2BBl.00"	3000	"O/E - left eye stable treated proliferative diabetic retinopathy"	414894003	0	0	1
128	2533102013	"9OLB.00"	50000	"Attended diabetes structured education programme"	413597006	0	0	1
362	1220321013	"L180800"	10000	"Diabetes mellitus arising in pregnancy"	11687002	0	0	1
846	292621010	"C10yz00"	50	"Diabetes mellitus NOS with other specified manifestation"	73211009	0	0	1
1268	8098951000006115	" "	10	"Referral to DESMOND (diabetes education and self management for ongoing and newly diagnosed) diabetes structured programme"	306741000000104	0	0	1
1056	12085141000006120	" "	10	"Mild non-proliferative diabetic retinopathy of left eye"	769184004	0	0	1
330	2249831000000111	"9NJy.00"	30000	"In-house diabetic foot screening"	870681000000109	0	0	1
444	616921000006113	"C106.11"	2000	"Diabetic amyotrophy"	39058009	0	0	1
271	264701014	"66AD.00"	600000	"Fundoscopy - diabetic check"	170757007	0	0	1
428	546001000000113	"9OLG.00"	5000	"Attended XPERT diabetes structured education programme"	306401000000106	0	0	1
1402	8099361000006112	" "	3	"Did not attend XPERT (expert patient education versus routine treatment) diabetes structured education programme"	307201000000109	0	0	1
579	292466013	"C100.00"	10000	"Diabetes mellitus without complication"	111552007	0	0	1
1453	6866781000006116	" "	2	"On examination - right chronic diabetic foot ulcer"	414906009	0	0	1
1084	7851731000006116	" "	30	"Diabetic mastopathy"	724136006	0	0	1
577	856691000006116	" "	9000	"Left diabetic foot low current risk"	856691000006100	0	0	1
597	6615341000006112	" "	1000	"Diabetic monitoring - injection sites normal"	398985007	0	0	1
266	1868141000006110	"8IEa.00"	20000	"Referral to DAFNE diabetes structured education programme declined"	860981000000106	0	0	1
1438	12117381000006110	" "	300	"Referral for diabetic care"	1099151000000109	0	0	1
551	8098261000006110	" "	100	"Attended dose adjustment for normal eating diabetes structured education programme"	306441000000109	0	0	1
1233	3253231000006110	" "	20	"Diabetes mellitus type I"	46635009	0	0	1
993	616221000006117	"L180400"	7	"Diabetes mellitus in the puerperium - baby delivered during previous episode of care"	199228009	0	0	1
107	2159170012	"8BL2.00"	600000	"Patient on maximal tolerated therapy for diabetes"	407569005	0	0	1
468	1139861000000119	"66AQ100"	2000	"Declined consent for diabetes year of care programme"	512581000000104	0	0	1
416	1996751000006117	" "	1000	"Insulin injection technique checked"	1996751000006101	0	0	1
143	692951000000111	"66Aq.00"	500000	"Diabetic foot screen"	367011000000100	0	0	1
913	913591000006110	"C10E512"	100	"Skin ulcer associated with diabetes mellitus"	422183001	0	0	1
843	1873301000006114	" "	60	"Care contact service: diabetes"	1873301000006105	0	0	1
1008	4929251000006115	" "	30	"Diabetic nurse"	224543004	0	0	1
275	2159956013	"9NN9.00"	20000	"Under care of diabetes specialist nurse"	408392008	0	0	1
131	546871000000112	"8Hj3.00"	10000	"Referral to DAFNE diabetes structured education programme"	306701000000102	0	0	1
386	856631000006115	" "	2000	"Left laser treated diabetic retinopathy"	856631000006104	0	0	1
1159	5833351000006114	" "	60	"Intentional insulin overdose"	296851001	0	0	1
785	2549896013	"2BBo.00"	100	"O/E - sight threatening diabetic retinopathy"	417677008	0	0	1
37	1488405010	"66AW.00"	200000	"Diabetic foot risk assessment"	394683006	0	0	1
715	881501000006110	"C106.99"	5000	"Diabetes + neuropathy"	230572002	0	0	1
678	857691000006119	" "	200	"Right diabetic foot active ulceration"	857691000006103	0	0	1
934	8241041000006113	" "	20	"Symptomatic diabetic peripheral neuropathy"	773001000000103	0	0	1
1506	6718121000006115	" "	4	"Diabetes type"	405751000	0	0	1
262	461270012	"ZV77100"	10000	"[V]Screening for diabetes mellitus"	171183004	0	0	1
38	616391000006114	"C106.00"	40000	"Nervous system disorder due to diabetes mellitus"	422088007	0	0	1
393	616351000006115	"C107.11"	400	"Diabetes mellitus with gangrene"	422275004	0	0	1
1169	1099341000006117	" "	1	"Adverse reaction to Insulin Zinc Suspension"	1099341000006101	0	0	1
461	616821000006116	"3882.00"	7000	"Diabetes wellbeing questionnaire"	273413007	0	0	1
42	264678011	"66A2.00"	2000000	"Follow-up diabetic assessment"	170744004	0	0	1
101	1763421000006116	" "	3000	"Insulin dose"	1763421000006100	0	0	1
145	12121381000006114	" "	8000	"Diabetic retinopathy screening offered"	1103701000000102	0	0	1
912	1583911000006117	" "	300	"Ineligibility for diabetic eye screening: Under ophthalmic care"	1583911000006101	0	0	1
1432	7567341000006113	" "	6	"Diabetes foot care clinic"	702848001	0	0	1
629	12623631000006116	" "	7000	"Referral to online diabetes structured education programme"	1108731000000100	0	0	1
845	902201000006112	"TJ23.99"	30	"Reaction: insulin/antidiabetic"	293190009	0	0	1
826	967681000006119	"C10L.00"	10	"Fibrocalculous pancreatic diabetes"	2751001	0	0	1
82	2548271013	"8CS0.00"	1000000	"Agreeing on diabetes care plan"	703040004	0	0	1
751	1013661000006110	" "	100	"Adverse reaction to Drugs Used In Diabetes"	1013661000006106	0	0	1
221	293759015	"Cyu2300"	2000	"Diabetic renal disease"	127013003	0	0	1
125	139001000000110	"9h4..00"	40000	"Exception reporting - diabetes quality indicators"	716911000000104	0	0	1
1437	8098981000006111	" "	10	"Referral to XPERT (expert patient education versus routine treatment) diabetes structured education programme"	306771000000105	0	0	1
411	15518018	"C10N.00"	2000	"Secondary diabetes mellitus"	8801005	0	0	1
998	12116461000006112	" "	40	"Did not commence remote structured diabetes education and support programme"	1098011000000102	0	0	1
1076	301641000000117	"66Al.00"	50	"Diabetes monitoring higher risk albumin excretion"	199491000000103	0	0	1
532	8098321000006111	" "	300	"Diabetes education and self management for ongoing and newly diagnosed structured programme completed"	306501000000105	0	0	1
253	906711000006116	" "	2000	"[RFC] Diabetic foot/leg ulcer"	906711000006100	0	0	1
1380	1137491000006110	" "	1	"Adverse reaction to Biphasic Isophane Insulin (Human)"	1137491000006106	0	0	1
904	771381000006115	"C108300"	200	"Insulin dependent diabetes mellitus with multiple complicatn"	385041000000108	0	0	1
752	719531000006118	"C10A.00"	200	"Malnutrition related diabetes mellitus"	75524006	0	0	1
1142	1934931000006112	" "	2	"Adverse reaction to Allpresan Diabetic"	1934931000006108	0	0	1
259	1744471000006112	" "	300	"Needs carer to administer insulin"	1744471000006108	0	0	1
744	2265851000000114	"8BAp.00"	600	"Insulin passport not checked"	878011000000108	0	0	1
1294	719481000006116	"C10A300"	1	"Malnutrit-related diabetes mellitus wth ophthalmic complicat"	421256007	0	0	1
1325	306114012	"L180700"	1	"Pre-existing malnutrition-related diabetes mellitus"	199231005	0	0	1
655	616831000006118	"C107.12"	500	"Diabetes with gangrene"	422275004	0	0	1
1356	5505651000006113	" "	10	"Diabetes mellitus uncontrolled"	268519009	0	0	1
923	1724331000006117	" "	50	"Insulin treatment stopped"	1724331000006101	0	0	1
400	358036010	"M21yC11"	2000	"Insulin site lipohypertrophy"	238894004	0	0	1
1029	293756010	"Cyu2000"	70	"[X]Other specified diabetes mellitus"	73211009	0	0	1
1113	13781000006113	"C10yy00"	10	"Other specified diabetes mellitus with other spec comps"	73211009	0	0	1
501	306108017	"L180100"	400	"Diabetes mellitus during pregnancy - baby delivered"	199225007	0	0	1
1236	1694811000006118	" "	200	"Insulin administration education"	1694811000006102	0	0	1
1107	857051000006118	" "	40	"Left preproliferative diabetic retinopathy"	857051000006102	0	0	1
918	8241711000006112	" "	1	"Discussion about changing insulin requirement in pregnancy"	774551000000108	0	0	1
858	306112011	"L180500"	800	"Pre-existing diabetes mellitus, insulin-dependent"	385051000000106	0	0	1
716	887971000006115	"L180.99"	400	"Preg.+ diabetes mellitus"	199223000	0	0	1
1354	1977131000006118	" "	2	"Adverse reaction to Insulin Human"	1977131000006102	0	0	1
595	2415191000000113	"1M8..00"	2000	"Diabetic peripheral neuropathic pain"	944141000000108	0	0	1
889	6444051000006119	" "	400	"Diabetic care"	385804009	0	0	1
1358	7863811000006111	" "	7	"Lumbosacral plexopathy with diabetes mellitus"	724997001	0	0	1
1263	6985411000006117	" "	2	"Diabetic skin ulcer"	422183001	0	0	1
1013	1099861000006110	" "	8	"Adverse reaction to Isophane Insulin"	1099861000006106	0	0	1
552	494831000000119	"C10N100"	1000	"Diabetes mellitus associated with cystic fibrosis"	426705001	0	0	1
910	622221000000118	"C10FS00"	200	"Maternally inherited diabetes mellitus"	335621000000101	0	0	1
639	3515955014	" "	700	"Diabetes self management plan"	735985000	0	0	1
788	881511000006113	"C107.99"	700	"Diabetes + periph.circulat.dis"	422275004	0	0	1
1164	12115571000006110	" "	30	"Remote diabetes structured education and support programme completed"	1097141000000101	0	0	1
73	453053017	"2BBG.00"	10000	"Retinal abnormality - non-diabetes"	309596003	0	0	1
342	546151000000110	"9OLJ.00"	2000	"DAFNE diabetes structured education programme completed"	306471000000103	0	0	1
932	8286821000006113	" "	40	"Education about diabetic nephropathy"	846691000000105	0	0	1
1507	1697221000006119	" "	1	"Adverse reaction to Ts-A Safety Insulin"	1697221000006103	0	0	1
103	405057014	"9OLA.11"	30000	"Diabetes monitored"	270445003	0	0	1
1067	5994181000006119	" "	10	"Diabetic department"	309924002	0	0	1
169	9093013	"F420.00"	300000	"Diabetic retinopathy"	4855003	0	0	1
933	1977221000006114	" "	20	"Adverse reaction to Insulin Human"	1977221000006105	0	0	1
864	771421000006113	"C108500"	60	"Insulin dependent diabetes mellitus with ulcer"	422183001	0	0	1
68	2548205017	"68A9.00"	80000	"Diabetic retinopathy screening offered"	1103701000000102	0	0	1
521	2586731000000110	" "	3000	"Under care of community-based diabetes specialist nurse"	1024571000000100	0	0	1
511	607851000006113	"66AO.00"	300	"Date diabetic treatment stopped"	170773001	0	0	1
1418	7032031000006112	" "	8	"Diabetic peripheral neuropathy"	424736006	0	0	1
1038	1583871000006115	" "	20	"Ineligibility for diabetic eye screening: No contact details"	1583871000006104	0	0	1
137	857031000006113	" "	10000	"Left non-proliferative diabetic retinopathy"	857031000006109	0	0	1
302	216195015	"66AU.00"	80000	"Diabetes care by hospital only"	243860001	0	0	1
252	455408014	"F420500"	900	"Advanced diabetic retinal disease"	311782002	0	0	1
581	411891014	"66AJ.11"	3000	"Unstable diabetes"	11530004	0	0	1
1328	6761781000006114	" "	10	"On examination - right eye background diabetic retinopathy"	408409007	0	0	1
91	2474309019	"8I3W.00"	200000	"Diabetic foot examination declined"	412752009	0	0	1
531	354508018	"K08yA11"	30	"Clinical diabetic nephropathy"	236500003	0	0	1
1280	719591000006119	"C10A400"	1	"Malnutrition-related diabetes mellitus wth neuro complicatns"	420683009	0	0	1
510	547441000000118	"8I82.00"	60	"Did not complete DAFNE diabetes structured education program"	306961000000101	0	0	1
1108	7861581000006118	" "	40	"Diabetic radiculoplexus neuropathy"	724810001	0	0	1
222	2287311000000111	"66AS000"	200000	"Diabetes Year of Care annual review"	887861000000105	0	0	1
1401	2683581000006112	" "	20	"Labile diabetes"	11530004	0	0	1
723	616561000006113	"C107200"	200	"Diabetes mellitus, adult with gangrene"	421631007	0	0	1
1505	7809991000006111	" "	1	"Insulin refused"	720971004	0	0	1
349	317347010	"R054200"	1000	"[D]Gangrene of toe in diabetic"	195302000	0	0	1
1431	8236711000006119	" "	20	"DNA (did not attend) diabetes foot screening"	762811000000109	0	0	1
784	13771000006110	"C105y00"	90	"Other specified diabetes mellitus with ophthalmic complicatn"	25093002	0	0	1
1135	12734741000006114	" "	300	"Registration for access to online diabetes self-management application"	143911000000105	0	0	1
346	616191000006112	"L180.00"	4000	"Diabetes mellitus during pregnancy, childbirth and the puerperium"	199223000	0	0	1
1477	6022611000006112	" "	6	"Mild nonproliferative diabetic retinopathy"	312903003	0	0	1
1028	5549741000006110	" "	10	"Diabetes clinic satisfaction questionnaire"	273411009	0	0	1
615	910491000006117	" "	2000	"[RFC] Diabetic leg ulcer"	910491000006101	0	0	1
62	308811000000110	"8HTk.00"	50000	"Referral to diabetic eye clinic"	202461000000102	0	0	1
726	377001000006117	"Cyu2.00"	500	"[X]Diabetes mellitus"	73211009	0	0	1
530	1704801000006113	"9m0E.00"	1000	"Excluded from diabetic retinopathy screening as physical disorder"	374871000000103	0	0	1
627	292475010	"C100z00"	4000	"Diabetes mellitus NOS with no mention of complication"	111552007	0	0	1
506	1139821000000110	"66AQ000"	300	"Unsuitable for diabetes year of care programme"	512561000000108	0	0	1
335	1690631000000113	"9NiZ.00"	8000	"Did not attend diabetes foot screening"	762811000000109	0	0	1
689	72651000006114	"C108400"	100	"Unstable insulin dependent diabetes mellitus"	11530004	0	0	1
665	4938911000006118	" "	1000	"Insulin regime"	225302006	0	0	1
118	546961000000111	"8Hj4.00"	200000	"Referral to DESMOND diabetes structured education programme"	306741000000104	0	0	1
871	845341000006111	"66AX.00"	200	"Diabetes: shared care in pregnancy - diabetologist and obstetrician"	24451000000107	0	0	1
160	910501000006113	" "	10000	"[RFC] Diabetic foot ulcer"	910501000006109	0	0	1
1364	6546241000006111	" "	8	"On examination - Right diabetic foot at low risk"	394671009	0	0	1
1053	12085721000006110	" "	30	"Diabetic macular oedema of right eye"	769217008	0	0	1
489	25261000000111	"9OL..11"	20000	"Diabetes clinic administration"	713691000000108	0	0	1
1143	9482651000006116	" "	8	"Diabetes screening declined"	12275391000119108	0	0	1
582	302011	"G73y000"	3000	"Diabetic peripheral angiopathy"	127014009	0	0	1
502	251187019	"13Y1.00"	8000	"Diabetic association member"	161102006	0	0	1
1351	8099181000006116	" "	5	"Did not complete DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme"	306991000000107	0	0	1
294	345487013	"C106.12"	20000	"Diabetes mellitus with neuropathy"	230572002	0	0	1
1379	5997431000006115	" "	1	"Diabetic liaison nurse"	310185003	0	0	1
248	2474726011	"7276.00"	20000	"Pan retinal photocoagulation for diabetes"	413180006	0	0	1
1282	1984081000006115	" "	1	"Manchester triage - Diabetes"	1984081000006104	0	0	1
970	1015121000006112	" "	5	"Adverse reaction to Insulin Detemir"	1015121000006108	0	0	1
593	12626341000006114	" "	10000	"QOF (Quality and Outcomes Framework) diabetes mellitus quality indicator-related care invitation"	1110921000000100	0	0	1
425	2168881000000114	"7L10011"	3000	"Subcutaneous infusion with insulin pump"	180178009	0	0	1
24	121589010	"C10..00"	5000000	"Diabetes mellitus"	73211009	0	0	1
839	429972014	"C10E412"	70	"Unstable insulin dependent diabetes mellitus"	11530004	0	0	1
215	2227981000000110	"9Oy0300"	10000	"Diabetic foot screening invitation second letter"	861551000000100	0	0	1
13	1484888013	"2BBM.00"	100000	"O/E - diabetic maculopathy absent both eyes"	390855002	0	0	1
1384	3511581000006114	" "	8	"Pretibial pigmental patches in diabetes"	62260007	0	0	1
1042	771341000006114	"C108F00"	30	"Insulin dependent diabetes mellitus with diabetic cataract"	43959009	0	0	1
1502	12085291000006120	" "	1	"Severe nonproliferative diabetic retinopathy of left eye"	769188001	0	0	1
1057	12085091000006110	" "	10	"Mild non-proliferative diabetic retinopathy of right eye"	769183005	0	0	1
848	8439971000006116	" "	2000	"Diabetes monitoring SMS (short message service) text message third invitation"	1066931000000108	0	0	1
1295	719571000006115	"C10A200"	3	"Malnutrition-related diabetes mellitus with renal complications"	190407009	0	0	1
203	2474334019	"8CR2.00"	100000	"Diabetes clinical management plan"	736284000	0	0	1
555	1583861000006110	" "	700	"Ineligibility for diabetic eye screening: Persistent DNA"	1583861000006106	0	0	1
685	3603911000006118	" "	3000	"Insulin"	67866001	0	0	1
1005	932641000006116	"C103y99"	30	"Diabetes with coma"	630521000000101	0	0	1
609	299211000000114	"66Ah.00"	5000	"Insulin needles changed for each injection"	198481000000109	0	0	1
64	2159271018	"9N1i.00"	100000	"Seen in diabetic foot clinic"	407672007	0	0	1
749	1960621000006117	" "	100	"Diabetic foot examination - no action required"	1960621000006101	0	0	1
693	2532977011	"2G5V.00"	700	"O/E - right chronic diabetic foot ulcer"	414906009	0	0	1
887	8240791000006113	" "	60	"Insulin/carbohydrate ratio"	771881000000103	0	0	1
736	301161000000113	"66Aj.00"	400	"Insulin needles changed less than once a day"	199291000000104	0	0	1
1288	2609971000000114	" "	2	"Referred by Diabetes UK roadshow clinician"	1033551000000109	0	0	1
758	317348017	"R054300"	200	"[D]Widespread diabetic foot gangrene"	195303005	0	0	1
273	297550019	"F372000"	6000	"Acute painful diabetic neuropathy"	193183000	0	0	1
873	8239371000006116	" "	100	"Insulin/carbohydrate ratio - evening meal"	768191000000106	0	0	1
990	1093131000006110	" "	2	"Adverse reaction to Isophane Insulin (Human Pyr)"	1093131000006106	0	0	1
963	292495016	"C104y00"	100	"Other specified diabetes mellitus with renal complications"	127013003	0	0	1
1461	12085071000006114	" "	2	"Mild nonproliferative diabetic retinopathy of right eye"	769183005	0	0	1
316	2159969012	"9360.00"	70000	"Patient held diabetic record issued"	408405001	0	0	1
682	7567351000006110	" "	100	"Diabetes in pregnancy clinic"	702849009	0	0	1
619	8286801000006115	" "	900	"Education about diabetic neuropathy"	846661000000104	0	0	1
1158	2843291000006110	" "	5	"Maternal diabetes syndrome"	21584002	0	0	1
1131	7318191000006115	" "	2	"Change in insulin dose"	446047003	0	0	1
3	1785332013	"F420000"	700000	"Background diabetic retinopathy"	390834004	0	0	1
790	2159779017	"449G.00"	200	"Serum pro-insulin level"	1005511000000104	0	0	1
139	309180011	"M271200"	20000	"Mixed diabetic ulcer - foot"	201252003	0	0	1
571	975251000006111	"2BBk.00"	4000	"O/E - right eye stable treated proliferative diabetic retinopathy"	414910007	0	0	1
645	764191000006112	"2G51000"	8000	"Foot abnormality - diabetes related"	280137006	0	0	1
1374	6866541000006117	" "	3	"On examination - left eye stable treated proliferative diabetic retinopathy"	414894003	0	0	1
783	617041000006117	" "	3000	"Diabetic Foot Risk Assessment"	617041000006101	0	0	1
412	472901000000116	"66Am.00"	30000	"Insulin dose changed"	703972004	0	0	1
654	6022921000006114	" "	5000	"Diabetic macular oedema"	312912001	0	0	1
296	19931010	"66AJ100"	2000	"Brittle diabetes"	11530004	0	0	1
704	6022621000006116	" "	70	"Moderate nonproliferative diabetic retinopathy"	312904009	0	0	1
875	8239401000006118	" "	100	"Insulin/carbohydrate ratio - breakfast"	768211000000105	0	0	1
1439	12166111000006116	" "	1	"Retinopathy due to diabetes mellitus"	4855003	0	0	1
207	299261000000111	"66Ai.00"	300000	"Diabetic 6 month review"	198501000000100	0	0	1
1208	1786715019	"C350011"	10	"Bronzed diabetes"	399144008	0	0	1
768	548131000000119	"9NiE.00"	5000	"Did not attend XPERT diabetes structured education programme"	307201000000109	0	0	1
389	264720011	"66AN.00"	10000	"Date diabetic treatment start"	170772006	0	0	1
1371	7708051000006112	" "	1	"Gastroparesis due to diabetes mellitus type I"	713702000	0	0	1
435	2586691000000116	" "	1000	"Under care of hospital-based diabetes specialist nurse"	1024551000000109	0	0	1
1434	2576431000006117	" "	3	"DR - Diabetic retinopathy"	4855003	0	0	1
667	5095031000006114	" "	60	"Microalbuminuric diabetic nephropathy"	236499007	0	0	1
576	857761000006118	" "	9000	"Right diabetic foot low current risk"	857761000006102	0	0	1
1411	12300391000006116	" "	10	"Macular oedema not clinically significant with diabetes mellitus"	399864000	0	0	1
1016	10928019	" "	20	"Diabetes mellitus associated with genetic syndrome"	5969009	0	0	1
1071	459293018	"C10EH12"	6	"Insulin dependent diabetes mellitus with arthropathy"	39710007	0	0	1
1194	771331000006116	"C108H00"	70	"Insulin dependent diabetes mellitus with arthropathy"	39710007	0	0	1
809	2683561000006119	" "	10	"Brittle diabetes mellitus"	11530004	0	0	1
937	299191000000110	"66Ag.00"	700	"Insulin needles changed daily"	198471000000107	0	0	1
1337	12102571000006116	" "	1	"Clinically significant macular oedema with diabetes mellitus"	770097006	0	0	1
1082	1987971000006114	" "	100	"X-PERT First Steps diabetes self-management programme completed"	1033281000000100	0	0	1
741	330806013	"TJ23z00"	80	"Adverse reaction to insulins and antidiabetic agents NOS"	430400006	0	0	1
410	264716012	"66AJz00"	10000	"Diabetic - poor control NOS"	268519009	0	0	1
1293	189711000000119	"C10M000"	4	"Lipoatrophic diabetes mellitus without complication"	112991000000101	0	0	1
728	8099161000006114	" "	60	"Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme"	306991000000107	0	0	1
1335	12085791000006112	" "	3	"Diabetic macular edema of left eye"	769218003	0	0	1
74	169731000006118	"2BBF.00"	200000	"Retinal abnormality - diabetes-related"	4855003	0	0	1
88	1759911000000118	"8IE2.00"	8000	"Diabetes care plan declined"	787061000000100	0	0	1
583	198461000000116	"C10G000"	900	"Diabetes mellitus associated with pancreatic disease"	51002006	0	0	1
1227	1124301000006115	" "	2	"Adverse reaction to Human Soluble Insulin, Prb"	1124301000006104	0	0	1
135	616421000006118	"C105.00"	20000	"Eye disorder due to diabetes mellitus"	25093002	0	0	1
507	1704691000006117	"9m03.00"	200	"Eligibility permanently inactive for diabetic retinopathy screening"	371871000000101	0	0	1
430	2533106011	"8HTe.00"	1000	"Referral to diabetes preconception counselling clinic"	415269004	0	0	1
98	309177010	"M271000"	10000	"Ischaemic ulcer diabetic foot"	201250006	0	0	1
648	730411000000115	"9m00.00"	4000	"Eligible for diabetic retinopathy screening"	371781000000108	0	0	1
192	616711000006115	"9OL7.00"	100000	"Diabetes monitoring verbal invite"	185759004	0	0	1
72	457231013	"9N1v.00"	1000000	"Seen in diabetic eye clinic"	313340009	0	0	1
740	1850931000006111	" "	10000	"Reason for influenza vaccine - diabetes mellitus"	1850931000006107	0	0	1
1449	354671000006113	"U60231E"	2	"[X] Adverse reaction to insulins and antidiabetic agents NOS"	430400006	0	0	1
652	6888611000006119	" "	1	"Diabetic record status"	416193009	0	0	1
1272	4392141000006116	" "	5	"Lipoatrophic diabetes"	127012008	0	0	1
524	1704781000006114	"9m0C.00"	300	"Excluded from diabetic retinopathy screening as terminal illness"	374811000000108	0	0	1
25	264676010	"66A..00"	6000000	"Diabetic monitoring"	170742000	0	0	1
162	737031000000119	"9m0A.00"	100000	"Diabetic retinopathy screening declined"	839811000000106	0	0	1
580	1621011000006115	" "	10000	"No evidence of diabetic peripheral neuropathy"	1621011000006104	0	0	1
224	2159979014	"2BBW.00"	70000	"Maculopathy of right eye with diabetes mellitus"	769244003	0	0	1
1352	1135841000006113	" "	2	"Adverse reaction to Insulin Glulisine"	1135841000006109	0	0	1
