v1	medcodeid	cleansedreadcode	observations	term	snomedctconceptid
37	357881000000111	"7A1B200"	300	"Repair of thoracic aortic aneurysm with insertion of endovascular stent"	378491000000109
137	300960019	"Gyu7100"	200	"[X]Aortic aneurysm of unspecified site, ruptured"	67362008
215	639591000006115	"7A47500"	20	"Emerg bypass popliteal art by pop/tib art anast c prosth NEC"	233384002
339	272041011	"7A4A700"	10	"Repair of femoral artery with temporary silastic shunt"	175710008
110	300962010	"Gyu7300"	1000	"Arterial aneurysm"	233981004
221	674961000006118	"C107400"	400	"Peripheral circulatory disorder associated with type 2 diabetes mellitus"	422166005
189	300508015	"G732300"	60	"Gangrene of thumb"	195305003
231	866131000006116	"7A4B698"	70	"R-direct femoral arteriogram"	265531007
271	173641000006113	"7A46D00"	50	"Replace aneurysm popliteal artery by pop/fem anastomosis NEC"	112828007
266	639361000006116	"7A15000"	7	"Emerg bypass ascending aorta by anastom aorta to aorta NEC"	116360008
269	3532661000006118	" "	1	"IC - Intermittent claudication"	63491006
200	286570019	"A3A0F00"	100	"Gas gangrene-foot"	186423003
122	173711000006118	"7A11y00"	20	"Replacement of aneurysmal bifurcation of aorta OS"	175282008
178	271485019	"7A16y00"	20	"Other specified other bypass of segment of aorta"	116360008
141	272036015	"7A4A400"	300	"Ligation of aneurysm of popliteal artery"	175706005
416	271493019	"7A17z00"	6	"Attention to prosthesis of aorta NOS"	175330009
437	639801000006112	"7A40800"	1	"Emergency replacement of aneurysmal iliac artery by anastomosis of iliac artery to iliac artery"	175570003
205	489951000000119	"7A1A800"	20	"Transluminal aortic stent graft with fenestration NEC"	233404000
0	300515011	"G73zz00"	100000	"Peripheral vascular disease NOS"	400047006
260	639421000006116	"7A47200"	300	"Emerg bypass femoral art by fem/pop a anast c vein graft NEC"	112828007
288	530731000006114	"7A16100"	20	"Bypass of thoracic aorta by anastomosis aorta to aorta NEC"	116360008
67	410960011	"7A11311"	400	"Y graft abdominal Aortic aneurysm"	275037003
198	300509011	"G732400"	100	"Gangrene of hand"	195306002
273	300511019	"G73y100"	60	"Peripheral angiopathic disease EC NOS"	400047006
348	394330013	"7A43.00"	60	"Other open operations on iliac artery"	265511008
228	394333010	"7A44.00"	80	"Transluminal operations on iliac artery"	265522007
446	639821000006119	"7A40600"	1	"Emergency replacement of aneurysmal artery of leg by anastomosis of aorta to common femoral artery"	175568007
324	410970013	"7A46.12"	10	"Other replacement of aneurysmal common femoral artery"	405463009
19	271517017	"7A1A000"	700	"Percutaneous transluminal balloon angioplasty of aorta"	175354004
201	455900010	"7A43300"	200	"Open insertion of iliac artery stent"	312226000
388	639381000006114	"7A12200"	10	"Emergency bypass of bifurcation of aorta by anastomosis of aorta to iliac artery"	175292000
367	271843013	"7A40z00"	10	"Replacement of aneurysmal iliac artery NOS"	116360008
216	271907015	"7A44y00"	30	"Other specified transluminal operation on iliac artery"	265522007
91	2674497017	"7A1AA00"	300	"Percutaneous transluminal insertion of stent into aorta"	427231006
342	17361000006110	"7A46y00"	20	"Other replacement of aneurysmal femoral/popliteal artery OS"	405516005
272	271456013	"7A13z00"	60	"Emergency replacement of aneurysmal segment of aorta NOS"	175297006
57	530141000006115	"7A48200"	4000	"Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft"	50807007
62	641701000006118	"7A49100"	80	"Endarterectomy of popliteal artery and patch repair of popliteal artery"	175690001
250	349677011	"7A41.11"	10	"Other bypass of iliac artery by anastomosis"	405477007
185	8278561000006114	" "	10	"Ischaemic lower limb pain at rest"	836711000000108
219	866121000006119	"7A4B697"	20	"Retrograde femoral arteriogram"	265531007
123	884571000006119	"G702.99"	200	"Atherosclerosis of extremities"	195254008
338	530511000006110	"7A16300"	10	"Bypass of infrarenal aorta by anastomosis aorta to aorta NEC"	116360008
400	173621000006118	"7A46700"	2	"Replace aneurysm pop art by pop/tib a anast c vein graft NEC"	233384002
84	349663013	"7A48.14"	5000	"Femoral artery bypass"	405463009
256	394337011	"7A46.00"	100	"Other replacement of aneurysmal femoral artery"	405463009
371	232881000006113	"7A1A200"	20	"Percutaneous transluminal embolectomy of bifurcation of aorta"	175356002
176	530191000006112	"7A41300"	200	"Bypass iliac artery by femoral/femoral art anastomosis NEC"	233380006
81	300504018	"G732.00"	2000	"Peripheral gangrene"	195301007
302	271444012	"7A12y00"	40	"Other specified other bypass of bifurcation of aorta"	233373009
346	325067010	"SP12z00"	9	"Peripheral vascular complications of care NOS"	213217008
103	349667014	"7A47.16"	300	"Other emergency bypass of femoral artery"	405463009
436	639921000006111	"7A45.11"	1	"Emergency replacement of aneurysmal femoral or popliteal artery by anastomosis"	275255004
87	530821000006116	"7A48300"	200	"Bypass popliteal artery by pop/pop a anast c vein graft NEC"	233384002
327	640221000006110	"7A13y00"	30	"Emergency replacement of aneurysmal segment of aorta OS"	175297006
145	271508017	"7A19100"	300	"Endarterectomy of aorta"	49187005
362	17311000006112	"7A46.11"	8	"Other replacement aneurysmal femoral artery by anastomosis"	405463009
173	173691000006116	"7A11.00"	200	"Replacement of aneurysmal bifurcation of aorta"	175282008
363	238621000006112	"7A4B800"	20	"Percutaneous transluminal thrombolysis of femoral graft using streptokinase"	309449009
66	1701691000006119	"7A1B800"	600	"Endovascular insertion of stent for infrarenal abdominal aortic aneurysm"	441612006
155	394331012	"7A43000"	200	"Repair of iliac artery"	450703003
309	639411000006112	"7A47800"	7	"Emerg bypass femoral art by fem/peron art anast c prosth NEC"	233383008
234	866141000006114	"7A4B699"	20	"L-direct femoral arteriogram"	265531007
131	300433019	"G702.00"	4000	"Extremity artery atheroma"	195254008
401	410969012	"7A46.15"	5	"Other replacement of aneurysmal superficial femoral artery"	405463009
184	616831000006118	"C107.12"	500	"Diabetes with gangrene"	422275004
427	639641000006113	"7A11000"	6	"Emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery"	175283003
18	349678018	"7A14.11"	40000	"Aortic aneurysm repair"	233370007
246	271506018	"7A19.00"	100	"Other open operations on aorta"	32907006
157	488221000000111	"7A1B600"	200	"Abdominal aortic aneurysm stenting"	307701005
244	271491017	"7A17300"	6	"Removal of prosthesis from aorta"	175334000
97	87210015	"G731000"	4000	"Buerger's disease"	52403007
152	173531000006119	"7A46400"	5	"Replace aneurysm fem art by fem/tib art anast c prosth NEC"	233383008
336	530231000006119	"7A41C00"	50	"Bypass leg artery by aorta/deep femoral art anastomosis NEC"	405482000
286	639461000006110	"7A47C00"	50	"Emerg bypass femoral artery by fem/fem art anastomosis NEC"	116360008
254	271868010	"7A41z00"	200	"Other bypass of iliac artery NOS"	116360008
156	271487010	"7A17.00"	30	"Attention to prosthesis of aorta"	175330009
174	271446014	"7A13.00"	700	"Emergency replacement of aneurysmal segment of aorta"	175297006
106	271526019	"7A1z.00"	800	"Aorta operations NOS"	32907006
191	906771000006113	" "	300	"[RFC] Peripheral vascular disease"	906771000006109
239	394309016	"7A1A.00"	50	"Transluminal operations on aorta"	265499009
353	271895017	"7A43y00"	10	"Other specified other open operation on iliac artery"	265511008
245	201761000006112	"7A49500"	40	"Profundoplasty of popliteal artery and patch repair of popliteal artery"	175694005
233	359711000000116	"7A6G700"	90	"Insertion of vascular closure device"	225281000000106
194	639521000006117	"7A41600"	6	"Emerg bypass leg artery by aorta/com fem art anastomosis NEC"	116360008
150	349661010	"7A48.16"	100	"Other bypass of superficial femoral artery"	405463009
151	356241000000118	"7A18500"	100	"Plastic repair of aorta with tube graft"	428998009
354	639851000006111	"7A45100"	4	"Emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to popliteal artery using prosthesis"	175621006
153	639751000006117	"7A45200"	10	"Emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using vein graft"	175622004
357	1587801000006116	"7A1Cy00"	4	"OS translum ins stent graft for aneurysmal segment of aorta"	233404000
287	639581000006118	"7A47100"	20	"Emerg bypass popliteal art by pop/pop art anast c prosth NEC"	233384002
447	1825131000006118	" "	3	"FH: Peripheral vascular disease"	1825131000006102
230	313563016	"P76z.00"	200	"Peripheral vascular system anomaly NOS"	204492002
301	530221000006117	"7A41B00"	100	"Bypass leg artery by aorta/com femoral art anastomosis NEC"	116360008
423	639711000006118	"7A45300"	5	"Emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to popliteal artery using vein graft"	175623009
313	173671000006117	"7A40300"	10	"Replace aneurysmal iliac artery by fem/fem artery anast NEC"	265512001
193	17401000006117	"7A14y00"	200	"Other replacement of aneurysmal segment of aorta OS"	450682002
406	173401000006114	"7A46A00"	3	"Replace aneurys fem art by fem/peron a anast c vein graf NEC"	233383008
361	8298671000006110	" "	10	"Peripheral vascular disease monitoring telephone invitation"	863181000000104
422	639791000006111	"7A40000"	3	"Emergency replacement of aneurysmal iliac artery by anastomosis of iliac artery to femoral artery"	175562008
428	639481000006117	"7A41500"	1	"Emerg bypass iliac artery by aorta/ext iliac art anast NEC"	116360008
426	6632251000006115	" "	1	"Peripheral angiopathy"	399957001
140	349665018	"7A48.12"	100	"Other bypass of common femoral artery"	405463009
118	173441000006111	"7A14400"	500	"Replace aneurysm abdominal aorta by anast aorta to aorta NEC"	448122008
12	272052017	"7A4B000"	30000	"Percutaneous transluminal angioplasty of femoral artery"	175715003
136	271504015	"7A18y00"	300	"Other specified plastic repair of aorta"	175337007
385	639681000006119	"7A40400"	2	"Emergency replacement of aneurysmal common iliac artery by anastomosis of aorta to common iliac artery"	175566006
376	459308015	"C10FF00"	200	"Type 2 diabetes mellitus with peripheral angiopathy"	314902007
209	300434013	"G702z00"	300	"Extremity artery atheroma NOS"	195254008
418	1548221000006118	"7A1By00"	4	"OS transluminal operations on aneurysmal segment of aorta"	265499009
298	271505019	"7A18z00"	200	"Plastic repair of aorta NOS"	175337007
104	2231911000000110	"9m12.00"	5000	"Peripheral vascular disease monitoring third letter"	863161000000108
389	271488017	"7A17000"	5	"Revision of prosthesis of thoracic aorta"	175331008
147	501011000006118	"7A10200"	2000	"Axillofemoral bypass graft"	388997005
349	349674016	"7A45.14"	60	"Emergency replacement of aneurysmal popliteal artery"	233366004
294	530071000006110	"7A12300"	200	"Bypass of bifurcation of aorta by anastomosis of aorta to iliac artery"	265495003
144	488631000006116	"7A12311"	600	"Aorto biiliac graft"	265495003
261	272059014	"7A4B400"	60	"Percutaneous transluminal embolisation of femoral artery"	175719009
366	639451000006113	"7A47400"	100	"Emerg bypass femoral art by fem/tib art anast c prosth NEC"	233383008
30	1847121000006114	"G734.00"	20000	"Peripheral arterial disease"	399957001
415	410972017	"7A46.13"	1	"Other replacement of aneurysmal deep femoral artery"	405463009
125	530791000006113	"7A48D00"	500	"Bypass popliteal artery by pop/fem artery anastomosis NEC"	112828007
105	410968016	"7A44.11"	50	"Transluminal operations on common iliac artery"	275045008
98	410962015	"7A12312"	90	"Dacron aortoiliac Y graft"	275039000
29	272056019	"7A4B300"	300	"Percutaneous transluminal embolectomy of popliteal artery"	175718001
323	639551000006114	"7A47300"	20	"Emerg bypass pop art by pop/pop art anast c vein graft NEC"	233384002
315	1548141000006116	"7A1A700"	10	"Percutaneous transluminal aortic stent graft branches NEC"	233404000
407	173491000006119	"7A46800"	1	"Replace aneurysm fem art by fem/peron art anast c prosth NEC"	233383008
220	787101000006114	"C107300"	100	"IDDM with peripheral circulatory disorder"	421895002
262	750511000000117	"7A1BD00"	60	"Endovascular insertion of stent for aorto-uniiliac aneurysm"	225041000000107
