medcode	readcode	clinical_events	immunisation_events	referral_events	test_events	read_term	database_build
34131	"7201200"	72	0	1	0	"Cryotherapy to lesion of orbit"	"February 2009"
37511	"7C21300"	117	0	0	0	"Cryotherapy to lesion of penis"	"February 2009"
8049	"7272100"	894	0	25	1	"Cryotherapy to lesion of retina"	"February 2009"
1119	"7G09100"	384119	0	938	2	"Cryotherapy to lesion of skin NEC"	"February 2009"
8331	"7G08100"	13666	0	47	0	"Cryotherapy to lesion of skin of head or neck"	"February 2009"
12152	"7732400"	778	0	25	0	"Cryotherapy to perianal warts"	"February 2009"
99867	"7G09600"	3205	0	4	0	"Cryotherapy to verruca pedis"	"June 2010"
11042	"ZA3..00"	87031	0	72	0	"Cryotherapy to wart"	"February 2009"
99750	"7G09700"	3322	0	25	0	"Cryotherapy to wart"	"June 2010"
17809	"7G06.00"	8276	0	25	0	"Curettage of lesion of skin"	"February 2009"
50741	"7G06.12"	92	0	0	0	"Curettage of lesion of skin including head and neck"	"February 2009"
2299	"7G06z00"	10615	0	202	65	"Curettage of lesion of skin NOS"	"February 2009"
33712	"7G06200"	236	0	1	0	"Curettage of lesion of skin of head or neck NEC"	"February 2009"
7955	"7G06.11"	8886	0	29	13	"Curettage of lesion of skin or subcutaneous tissue"	"February 2009"
22495	"ZA5..00"	202	0	0	0	"Curettage of verrucae pedis"	"February 2009"
1654	"M261600"	12853	0	1247	0	"Cystic acne"	"February 2009"
27415	"PH3y411"	904	0	61	0	"Darier's disease - keratosis follicularis"	"February 2009"
24162	"AB06.00"	45	0	1	0	"Deep seated dermatophytosis"	"February 2009"
24513	"M061.11"	71	0	5	0	"Dermal sinus"	"February 2009"
70678	"3852.00"	57	0	1	0	"Dermatoglyphs - skin lines"	"February 2009"
6807	"AB0..00"	78721	0	373	35	"Dermatophytosis including tinea or ringworm"	"February 2009"
1326	"AB0z.00"	4299	0	48	19	"Dermatophytosis NOS"	"February 2009"
21125	"AB00100"	786	0	10	0	"Dermatophytosis of beard"	"February 2009"
3697	"AB04.00"	40778	0	389	70	"Dermatophytosis of foot"	"February 2009"
21720	"AB03000"	4505	0	7	0	"Dermatophytosis of groin"	"February 2009"
16599	"AB03.00"	10245	0	8	0	"Dermatophytosis of groin and perianal area"	"February 2009"
27506	"AB03z00"	241	0	1	0	"Dermatophytosis of groin and perianal area NOS"	"February 2009"
20436	"AB02.00"	1318	0	8	0	"Dermatophytosis of hand"	"February 2009"
366	"AB01.00"	174156	0	3138	545	"Dermatophytosis of nail"	"February 2009"
2951	"AB00000"	10925	0	187	6	"Dermatophytosis of scalp"	"February 2009"
28058	"AB00.00"	1268	0	5	0	"Dermatophytosis of scalp or beard"	"February 2009"
20948	"AB00z00"	31	0	1	0	"Dermatophytosis of scalp or beard NOS"	"February 2009"
21140	"AB05.00"	11883	0	5	0	"Dermatophytosis of the body"	"February 2009"
10651	"AB03100"	1885	0	19	0	"Dermatophytosis of the perianal area"	"February 2009"
14660	"AB1..00"	2789	0	8	0	"Dermatophytosis other and unspecified"	"February 2009"
425	"M2y4600"	13501	0	1235	3	"Dermoid cyst of skin"	"February 2009"
12556	"7G05800"	1513	0	11	0	"Deroofing of skin blister"	"February 2009"
9047	"7G09012"	1649	0	2	0	"Diathermy of skin lesion NEC"	"February 2009"
5216	"7E08700"	888	0	170	2	"Dilation and curettage for removal of mole"	"February 2009"
50186	"43bF.00"	6	0	0	118	"Direct immunofluorescence of skin"	"February 2009"
10705	"M21yA00"	1554	0	57	0	"Disseminated superficial actinic porokeratosis"	"February 2009"
34288	"9N4R.00"	2210	0	0	0	"DNA - Did not attend cryotherapy clinic"	"February 2009"
10893	"7G25112"	905	0	8	0	"Drainage of boil of skin NEC"	"February 2009"
16668	"7G25012"	745	0	9	0	"Drainage of boil of skin of head or neck"	"February 2009"
3164	"7G25100"	9641	0	328	128	"Drainage of lesion of skin NEC"	"February 2009"
2915	"7G25000"	1158	0	86	1	"Drainage of lesion of skin of head or neck"	"February 2009"
19034	"Z1O1300"	1246	0	1	0	"Drying skin creases"	"February 2009"
109282	"M2y2600"	12	0	0	0	"Dystrophic calcification of skin"	"February 2015"
21668	"7G09300"	143	0	9	0	"Electrolysis to lesion of skin NEC"	"February 2009"
15720	"7G08300"	213	0	13	0	"Electrolysis to lesion of skin of head or neck"	"February 2009"
60097	"K506.00"	73	0	2	0	"Endometriosis in scar of skin"	"February 2009"
43352	"7E0D200"	10	0	0	0	"Endoscopic cryotherapy to lesion of uterus"	"February 2009"
1402	"M2y4500"	75088	0	4894	36	"Epidermal cyst"	"February 2009"
3445	"B33..16"	25565	0	5369	89	"Epithelioma basal cell"	"February 2009"
111080	"2Fd0.00"	1	0	0	0	"Eron class I skin and soft tissue infection"	"July 2016"
111957	"38Gp.00"	1	0	0	0	"Eron severity classification system skin and soft tissue inf"	"September 2017"
8884	"M10..00"	419	0	10	0	"Erythematosquamous dermatosis"	"February 2009"
20394	"M10z.00"	137	0	6	0	"Erythematosquamous dermatosis NOS"	"February 2009"
93402	"7G05D00"	11056	0	145	0	"Excision biopsy of basal cell carcinoma"	"February 2009"
9865	"7G05A00"	1916	0	17	1	"Excision biopsy of lesion of skin of head or neck"	"February 2009"
11834	"7G05600"	1541	0	59	2	"Excision biopsy of rodent ulcer"	"February 2009"
7686	"7G05B00"	28396	0	299	8	"Excision biopsy of skin lesion"	"February 2009"
18270	"7G03K00"	1369	0	40	0	"Excision malignant skin tumour"	"February 2009"
9277	"7G03600"	435	0	18	0	"Excision of blemish of skin NEC"	"February 2009"
39332	"7G03A00"	117	0	2	0	"Excision of blemish of skin of head or neck"	"February 2009"
2433	"7G03400"	505	0	33	0	"Excision of fistula of skin NEC"	"February 2009"
37604	"7G03800"	61	0	0	0	"Excision of fistula of skin of head or neck"	"February 2009"
588	"7G03300"	196559	0	4674	486	"Excision of lesion of skin NEC"	"February 2009"
8614	"7G05z00"	25651	0	608	0	"Excision of lesion of skin NOS"	"February 2009"
15813	"7G03C00"	5756	0	187	10	"Excision of lesion of skin of head or neck NEC"	"February 2009"
8640	"7G03J00"	5962	0	101	0	"Excision of melanoma"	"February 2009"
11067	"7G03G00"	923	0	6	0	"Excision of multiple skin lesions"	"February 2009"
10831	"7731011"	1565	0	44	0	"Excision of perianal skin tag"	"February 2009"
7406	"7731100"	1756	0	46	0	"Excision of perianal wart"	"February 2009"
17123	"7G02300"	297	0	23	0	"Excision of skin and soft tissue of hand"	"February 2009"
2432	"7G05700"	19378	0	462	18	"Excision of skin cyst"	"February 2009"
5482	"7G0..11"	11237	0	48	0	"Excision of skin or subcutaneous tissue"	"February 2009"
19425	"7G05C00"	4131	0	7	0	"Excision of skin tag NOS"	"February 2009"
2310	"7731000"	5208	0	172	0	"Excision of skin tag of anus"	"February 2009"
48201	"7G03200"	107	0	2	0	"Excision of sweat gland bearing skin NEC"	"February 2009"
4091	"7G03000"	726	0	19	0	"Excision of sweat gland bearing skin of axilla"	"February 2009"
57851	"7D07600"	16	0	2	0	"Excision of sweat gland bearing skin of female perineum"	"February 2009"
31034	"7G03100"	139	0	2	0	"Excision of sweat gland bearing skin of groin"	"February 2009"
67933	"7C16000"	5	0	0	0	"Excision of sweat gland bearing skin of male perineum"	"February 2009"
60780	"7G2Fx00"	16	0	0	0	"Exploration of skin of head or neck NOS"	"February 2009"
28489	"7G2F500"	182	0	3	0	"Exploration of skin or subcutaneous tissue"	"February 2009"
86393	"Z1O6.00"	5	0	0	0	"Exposing skin to the air"	"February 2009"
14991	"S800.00"	2613	0	912	0	"Eyelid skin and periocular area laceration"	"February 2009"
85844	"8Hn0.00"	6038	0	10336	0	"Fast track referral for suspected skin cancer"	"February 2009"
33874	"K522.00"	44	0	0	0	"Female genital tract - skin fistula"	"February 2009"
98316	"K522z00"	18	0	0	0	"Female genital tract - skin fistula NOS"	"January 2010"
2593	"A781500"	20520	0	1298	4	"Filiform wart"	"February 2009"
12548	"M2yB.00"	816	0	54	0	"Fistula of skin"	"February 2009"
16738	"L011.11"	1067	0	27	0	"Fleshy mole"	"February 2009"
30177	"PH33400"	24	0	0	0	"Focal dermal hypoplasia"	"February 2009"
16914	"M2W..00"	1738	0	133	0	"Follicular cyst of skin & subcutaneous tissue, unspecif"	"February 2009"
16572	"M2B..00"	402	0	17	0	"Follicular cysts of skin and subcutaneous tissue"	"February 2009"
17788	"7G2EB00"	18239	0	6	0	"Four layer compression bandaging for skin ulcer"	"February 2009"
55299	"7G04000"	9	0	0	0	"Frozen section microsc contr excision lesion skin head/neck"	"February 2009"
97263	"7G04100"	6	0	0	0	"Frozen section microscopic control excision skin lesion NEC"	"August 2009"
1675	"AB0..11"	368579	0	2503	761	"Fungal infection of skin"	"February 2009"
691	"A781200"	108995	0	8414	17	"Genital warts"	"February 2009"
56496	"A98y000"	8	0	1	0	"Gonococcal keratosis"	"February 2009"
1165	"B7J0100"	2988	0	364	4	"Haemangioma of skin and subcutaneous tissue"	"February 2009"
1155	"SE...11"	31650	0	2209	9	"Haematoma with intact skin"	"February 2009"
3681	"A781600"	34684	0	730	1	"Hand warts"	"February 2009"
69540	"42Qo.00"	0	0	0	2	"High molecular weight kininogen level"	"February 2009"
1049	"M211700"	14314	0	1723	10	"Hyperkeratosis"	"February 2009"
20419	"M211.11"	211	0	1	0	"Hyperkeratosis NOS"	"February 2009"
20836	"M21X.00"	232	0	21	0	"Hypertrophic disorder of skin, unspecified"	"February 2009"
5297	"7G0C300"	4020	0	17	1	"Incision biopsy of skin"	"February 2009"
17082	"7G25311"	615	0	12	0	"Incision of boil of skin NEC"	"February 2009"
17618	"7G25211"	120	0	3	0	"Incision of boil of skin of head or neck"	"February 2009"
259	"7G25300"	7301	0	184	4	"Incision of lesion of skin NEC"	"February 2009"
21323	"7G25200"	67	0	0	0	"Incision of lesion of skin of head or neck"	"February 2009"
20627	"7G25.11"	1062	0	5	0	"Incision of skin"	"February 2009"
1443	"7G25600"	1232	0	38	1	"Incision of skin NEC"	"February 2009"
55768	"7G25400"	24	0	0	0	"Incision of skin of head or neck"	"February 2009"
10048	"M261800"	2135	0	35	0	"Infantile acne"	"February 2009"
16558	"M07z.12"	2979	0	60	2	"Infected skin ulcer"	"February 2009"
100147	"2F1C.00"	780	0	5	0	"Inflammation of skin"	"July 2010"
99654	"7G07400"	4	0	0	0	"Infrared photocoagulation of lesion of skin NEC"	"June 2010"
102840	"7G07300"	4	0	0	0	"Infrared photocoagulation of lesion of skin of head or neck"	"August 2011"
57734	"7G21.11"	26	0	1	1	"Insertion of clip into skin/subcutaneous tissue - other site"	"February 2009"
63230	"7G20.11"	11	0	0	0	"Insertion of clip into skin/subcutaneous tissue head or neck"	"February 2009"
99871	"8HlJ000"	192	0	440	0	"Internal practice referral for cryotherapy"	"June 2010"
67453	"M261400"	4	0	0	0	"Iodine acne"	"February 2009"
54864	"2FT1.00"	42	0	1	0	"Irregular outline of pigmented skin lesion"	"February 2009"
22793	"2FT4.00"	307	0	15	0	"Itching of pigmented skin lesion"	"February 2009"
99843	"1N04.00"	2393	0	87	0	"Itching of skin lesion"	"June 2010"
27931	"B33z000"	73	0	4	0	"Kaposi's sarcoma of skin"	"February 2009"
7145	"M22B.00"	34136	0	1755	1	"Keratosis"	"February 2009"
34689	"F553.11"	32	0	1	0	"Keratosis - middle ear"	"February 2009"
27659	"M2y6000"	45	0	3	0	"Keratosis follicularis et parafollicular in cutem penetrans"	"February 2009"
5499	"F502011"	466	0	18	0	"Keratosis obturans"	"February 2009"
67307	"PH3y.11"	17	0	0	0	"Keratosis palmaris"	"February 2009"
20412	"PH3y600"	672	0	40	0	"Keratosis palmaris et plantaris"	"February 2009"
7486	"M211900"	23988	0	239	0	"Keratosis pilaris"	"February 2009"
23797	"7G07100"	1443	0	26	0	"Laser destruction of lesion of skin NEC"	"February 2009"
22722	"7G07000"	533	0	5	0	"Laser destruction of lesion of skin of head or neck"	"February 2009"
66341	"SC1..00"	21	0	0	0	"Late effect of skin and subcutaneous tissue injury"	"February 2009"
59630	"SC1z.00"	232	0	4	0	"Late effect of skin and subcutaneous tissue injury NOS"	"February 2009"
17267	"SC1..11"	311	0	5	0	"Late effects of skin injury"	"February 2009"
55294	"M224.00"	16	0	1	0	"Leukokeratosis NEC"	"February 2009"
35475	"J087300"	34	0	0	0	"Leukokeratosis nicotina palati"	"February 2009"
107339	"M22E.00"	528	0	3	0	"Lichenoid keratosis"	"December 2013"
24791	"7G03500"	658	0	0	0	"Ligation of lesion of skin NEC"	"February 2009"
49072	"7G03900"	172	0	0	0	"Ligation of lesion of skin of head or neck"	"February 2009"
24678	"7G03511"	1165	0	12	0	"Ligation of skin tag"	"February 2009"
15286	"B741.00"	617	0	93	7	"Lipoma of skin and subcutaneous tissue (excluding face)"	"February 2009"
37437	"B741z00"	98	0	2	0	"Lipoma of skin and subcutaneous tissue (excluding face) NOS"	"February 2009"
42954	"B740.00"	57	0	12	0	"Lipoma of skin and subcutaneous tissue of face"	"February 2009"
64544	"B740z00"	24	0	0	0	"Lipoma of skin and subcutaneous tissue of face NOS"	"February 2009"
21073	"M07y.00"	5476	0	16	0	"Local infection of skin or subcutaneous tissue OS"	"February 2009"
3128	"M07z.00"	302251	0	3838	67	"Local infection skin/subcut tissue NOS"	"February 2009"
10494	"2FM1.00"	1127	0	102	0	"Lower leg skin pigmentation"	"February 2009"
20884	"M2y4D00"	2091	0	64	1	"Macerated perianal skin"	"February 2009"
18608	"B3...00"	1617	0	45	0	"Malig neop of bone, connective tissue, skin and breast"	"February 2009"
41011	"B3z..00"	62	0	0	0	"Malig neop of bone, connective tissue, skin and breast NOS"	"February 2009"
19389	"B3y..00"	65	0	1	0	"Malig neop of bone, connective tissue, skin and breast OS"	"February 2009"
62399	"B332z00"	54	0	0	0	"Malig neop skin of ear and external auricular canal NOS"	"February 2009"
42714	"B327500"	50	0	0	0	"Malignant melanoma of ankle"	"February 2009"
59061	"B322000"	37	0	0	0	"Malignant melanoma of auricle (ear)"	"February 2009"
49814	"B325000"	62	0	1	0	"Malignant melanoma of axilla"	"February 2009"
43463	"B325700"	418	0	1	0	"Malignant melanoma of back"	"February 2009"
32768	"B325100"	623	0	6	0	"Malignant melanoma of breast"	"February 2009"
53629	"B325200"	12	0	0	0	"Malignant melanoma of buttock"	"February 2009"
51209	"B325800"	87	0	7	0	"Malignant melanoma of chest wall"	"February 2009"
71136	"B323100"	8	0	0	0	"Malignant melanoma of chin"	"February 2009"
57260	"B322.00"	41	0	1	0	"Malignant melanoma of ear and external auricular canal"	"February 2009"
73744	"B322z00"	7	0	0	0	"Malignant melanoma of ear and external auricular canal NOS"	"February 2009"
102145	"B322100"	3	0	0	0	"Malignant melanoma of external auditory meatus"	"April 2011"
41278	"B323000"	118	0	1	0	"Malignant melanoma of external surface of cheek"	"February 2009"
45139	"B323400"	47	0	0	0	"Malignant melanoma of external surface of nose"	"February 2009"
108363	"B509.00"	100	0	2	0	"Malignant melanoma of eye"	"July 2014"
47094	"B323200"	6	0	0	0	"Malignant melanoma of eyebrow"	"February 2009"
54632	"B321.00"	30	0	0	0	"Malignant melanoma of eyelid including canthus"	"February 2009"
67806	"B323z00"	65	0	0	0	"Malignant melanoma of face NOS"	"February 2009"
25602	"B326400"	13	0	2	0	"Malignant melanoma of finger"	"February 2009"
41490	"B327700"	73	0	0	0	"Malignant melanoma of foot"	"February 2009"
45755	"B326200"	183	0	0	0	"Malignant melanoma of fore-arm"	"February 2009"
68133	"B323300"	24	0	0	0	"Malignant melanoma of forehead"	"February 2009"
53369	"B327900"	14	0	1	0	"Malignant melanoma of great toe"	"February 2009"
34259	"B325300"	62	0	2	0	"Malignant melanoma of groin"	"February 2009"
62475	"B326300"	20	0	0	0	"Malignant melanoma of hand"	"February 2009"
61246	"B327600"	14	0	0	0	"Malignant melanoma of heel"	"February 2009"
73536	"B327000"	8	0	0	0	"Malignant melanoma of hip"	"February 2009"
54305	"B327200"	71	0	0	0	"Malignant melanoma of knee"	"February 2009"
70637	"B320.00"	11	0	0	0	"Malignant melanoma of lip"	"February 2009"
37872	"B327400"	407	0	6	0	"Malignant melanoma of lower leg"	"February 2009"
46255	"B327.00"	400	0	5	0	"Malignant melanoma of lower limb and hip"	"February 2009"
64327	"B327z00"	37	0	0	0	"Malignant melanoma of lower limb or hip NOS"	"February 2009"
45306	"B324100"	110	0	0	0	"Malignant melanoma of neck"	"February 2009"
47252	"B323.00"	63	0	1	0	"Malignant melanoma of other and unspecified parts of face"	"February 2009"
42153	"B32y.00"	64	0	0	0	"Malignant melanoma of other specified skin site"	"February 2009"
109002	"B325400"	2	0	0	0	"Malignant melanoma of perianal skin"	"December 2014"
95629	"B325500"	6	0	0	0	"Malignant melanoma of perineum"	"February 2009"
39878	"B327300"	7	0	1	0	"Malignant melanoma of popliteal fossa area"	"February 2009"
55881	"B324000"	99	0	0	0	"Malignant melanoma of scalp"	"February 2009"
65625	"B324.00"	182	0	0	0	"Malignant melanoma of scalp and neck"	"February 2009"
99257	"B324z00"	5	0	0	0	"Malignant melanoma of scalp and neck NOS"	"May 2010"
50505	"B326000"	140	0	0	0	"Malignant melanoma of shoulder"	"February 2009"
865	"B32..00"	31637	0	2255	11	"Malignant melanoma of skin"	"February 2009"
28556	"B32z.00"	875	0	53	0	"Malignant melanoma of skin NOS"	"February 2009"
58958	"B323500"	26	0	0	0	"Malignant melanoma of temple"	"February 2009"
51873	"B327100"	212	0	5	0	"Malignant melanoma of thigh"	"February 2009"
63997	"B326500"	20	0	0	0	"Malignant melanoma of thumb"	"February 2009"
36899	"B327800"	35	0	2	0	"Malignant melanoma of toe"	"February 2009"
38689	"B325.00"	257	0	2	0	"Malignant melanoma of trunk (excluding scrotum)"	"February 2009"
45760	"B325z00"	58	0	0	0	"Malignant melanoma of trunk, excluding scrotum, NOS"	"February 2009"
43715	"B325600"	6	0	0	0	"Malignant melanoma of umbilicus"	"February 2009"
54685	"B326100"	195	0	0	0	"Malignant melanoma of upper arm"	"February 2009"
65164	"B326.00"	174	0	2	0	"Malignant melanoma of upper limb and shoulder"	"February 2009"
55292	"B326z00"	10	0	0	0	"Malignant melanoma of upper limb or shoulder NOS"	"February 2009"
111079	"B328.00"	13	0	0	0	"Malignant melanoma stage IA"	"July 2016"
109827	"B329.00"	12	0	0	0	"Malignant melanoma stage IB"	"July 2015"
110139	"B32A.00"	5	0	0	0	"Malignant melanoma stage IIA"	"September 2015"
110180	"B32B.00"	1	0	0	0	"Malignant melanoma stage IIB"	"October 2015"
111413	"B32C.00"	7	0	0	0	"Malignant melanoma stage IIC"	"October 2016"
111672	"B32D.00"	2	0	0	0	"Malignant melanoma stage IIIA"	"February 2017"
111943	"B32E.00"	2	0	0	0	"Malignant melanoma stage IIIB"	"September 2017"
110961	"B32F.00"	2	0	0	0	"Malignant melanoma stage IIIC"	"June 2016"
109745	"B32G.00"	6	0	0	0	"Malignant melanoma stage IV M1a"	"June 2015"
110483	"B32H.00"	2	0	0	0	"Malignant melanoma stage IV M1b"	"January 2016"
111162	"B32J.00"	2	0	0	0	"Malignant melanoma stage IV M1c"	"July 2016"
18354	"B33y.00"	90	0	2	0	"Malignant neoplasm of other specified skin sites"	"February 2009"
23480	"B335900"	147	0	16	0	"Malignant neoplasm of perianal skin"	"February 2009"
54234	"B334.00"	40	0	1	0	"Malignant neoplasm of scalp and skin of neck"	"February 2009"
73760	"B334z00"	12	0	0	0	"Malignant neoplasm of scalp or skin of neck NOS"	"February 2009"
2492	"B33z.00"	10218	0	1356	67	"Malignant neoplasm of skin NOS"	"February 2009"
18618	"B335300"	32	0	1	0	"Malignant neoplasm of skin of abdominal wall"	"February 2009"
64270	"B337500"	14	0	0	0	"Malignant neoplasm of skin of ankle"	"February 2009"
33997	"B332000"	120	0	1	0	"Malignant neoplasm of skin of auricle (ear)"	"February 2009"
70380	"B335000"	6	0	0	0	"Malignant neoplasm of skin of axillary fold"	"February 2009"
45077	"B335700"	229	0	4	0	"Malignant neoplasm of skin of back"	"February 2009"
30543	"B335200"	121	0	1	0	"Malignant neoplasm of skin of breast"	"February 2009"
62305	"B335800"	6	0	0	0	"Malignant neoplasm of skin of buttock"	"February 2009"
30645	"B333000"	448	0	7	0	"Malignant neoplasm of skin of cheek, external"	"February 2009"
37969	"B335100"	122	0	3	0	"Malignant neoplasm of skin of chest, excluding breast"	"February 2009"
49403	"B333100"	56	0	3	0	"Malignant neoplasm of skin of chin"	"February 2009"
62080	"B332100"	10	0	2	0	"Malignant neoplasm of skin of external auditory meatus"	"February 2009"
55670	"B333200"	64	0	1	0	"Malignant neoplasm of skin of eyebrow"	"February 2009"
25245	"B336400"	15	0	2	0	"Malignant neoplasm of skin of finger"	"February 2009"
70587	"B337700"	9	0	0	0	"Malignant neoplasm of skin of foot"	"February 2009"
30577	"B336200"	80	0	2	0	"Malignant neoplasm of skin of fore-arm"	"February 2009"
30576	"B333300"	417	0	6	0	"Malignant neoplasm of skin of forehead"	"February 2009"
67914	"B337900"	3	0	0	0	"Malignant neoplasm of skin of great toe"	"February 2009"
66319	"B335500"	5	0	1	0	"Malignant neoplasm of skin of groin"	"February 2009"
54352	"B336300"	92	0	2	0	"Malignant neoplasm of skin of hand"	"February 2009"
104025	"B337600"	2	0	0	0	"Malignant neoplasm of skin of heel"	"May 2012"
70988	"B337000"	4	0	1	0	"Malignant neoplasm of skin of hip"	"February 2009"
56954	"B337200"	13	0	1	0	"Malignant neoplasm of skin of knee"	"February 2009"
18245	"B330.00"	155	0	8	0	"Malignant neoplasm of skin of lip"	"February 2009"
33682	"B337400"	244	0	4	0	"Malignant neoplasm of skin of lower leg"	"February 2009"
57442	"B337.00"	546	0	1	0	"Malignant neoplasm of skin of lower limb and hip"	"February 2009"
61194	"B337z00"	14	0	0	0	"Malignant neoplasm of skin of lower limb or hip NOS"	"February 2009"
43619	"B334100"	166	0	0	0	"Malignant neoplasm of skin of neck"	"February 2009"
16202	"B333400"	687	0	25	0	"Malignant neoplasm of skin of nose (external)"	"February 2009"
46458	"B335600"	8	0	0	0	"Malignant neoplasm of skin of perineum"	"February 2009"
68197	"B337300"	5	0	0	0	"Malignant neoplasm of skin of popliteal fossa area"	"February 2009"
66447	"B335A00"	13	0	0	0	"Malignant neoplasm of skin of scapular region"	"February 2009"
43122	"B336000"	113	0	1	0	"Malignant neoplasm of skin of shoulder"	"February 2009"
21327	"B333500"	322	0	7	0	"Malignant neoplasm of skin of temple"	"February 2009"
58601	"B337100"	52	0	2	0	"Malignant neoplasm of skin of thigh"	"February 2009"
64406	"B336500"	5	0	0	0	"Malignant neoplasm of skin of thumb"	"February 2009"
65782	"B337800"	4	0	0	0	"Malignant neoplasm of skin of toe"	"February 2009"
57446	"B335.00"	385	0	1	0	"Malignant neoplasm of skin of trunk, excluding scrotum"	"February 2009"
15868	"B335z00"	97	0	12	0	"Malignant neoplasm of skin of trunk, excluding scrotum, NOS"	"February 2009"
67748	"B335400"	4	0	0	0	"Malignant neoplasm of skin of umbilicus"	"February 2009"
42707	"B336100"	52	0	0	0	"Malignant neoplasm of skin of upper arm"	"February 2009"
30747	"B336.00"	258	0	0	0	"Malignant neoplasm of skin of upper limb and shoulder"	"February 2009"
60526	"B336z00"	12	0	0	0	"Malignant neoplasm of skin of upper limb or shoulder NOS"	"February 2009"
42429	"B33X.00"	9	0	6	0	"Malignant neoplasm overlapping lesion of skin"	"February 2009"
53515	"B332.00"	117	0	5	0	"Malignant neoplasm skin of ear and external auricular canal"	"February 2009"
27370	"B333.00"	178	0	5	0	"Malignant neoplasm skin of other and unspecified parts face"	"February 2009"
46008	"B333z00"	93	0	2	0	"Malignant neoplasm skin other and unspec part of face NOS"	"February 2009"
8724	"7G05100"	232	0	2	0	"Marsupialisation of lesion of skin NEC"	"February 2009"
42926	"7G05000"	49	0	2	0	"Marsupialisation of lesion of skin of head or neck"	"February 2009"
37707	"7G04y00"	58	0	0	0	"Mcroscopically controlled excision of lesion of skin OS"	"February 2009"
37159	"B768200"	26	0	1	0	"Melanocytic naevi of ear and external auricular canal"	"February 2009"
24179	"B768100"	44	0	8	0	"Melanocytic naevi of eyelid, including canthus"	"February 2009"
28582	"B768000"	79	0	9	0	"Melanocytic naevi of lip"	"February 2009"
49656	"B768700"	209	0	9	0	"Melanocytic naevi of lower limb, including hip"	"February 2009"
38470	"B768300"	212	0	8	0	"Melanocytic naevi of other and unspecified parts of face"	"February 2009"
28357	"B768400"	206	0	12	0	"Melanocytic naevi of scalp and neck"	"February 2009"
1199	"B768.00"	32512	0	1184	3	"Melanocytic naevi of skin"	"February 2009"
23788	"B768500"	810	0	21	0	"Melanocytic naevi of trunk"	"February 2009"
38680	"B768600"	215	0	12	0	"Melanocytic naevi of upper limb, including shoulder"	"February 2009"
9820	"B768X00"	726	0	3	0	"Melanocytic naevi, unspecified"	"February 2009"
71044	"B828900"	52	0	0	0	"Melanoma in situ of back"	"February 2009"
52332	"B828800"	1	0	0	0	"Melanoma in situ of back of hand"	"February 2009"
72032	"B828200"	9	0	1	0	"Melanoma in situ of ear and external auricular canal"	"February 2009"
37108	"B828100"	12	0	1	0	"Melanoma in situ of eyelid, including canthus"	"February 2009"
46536	"B828000"	4	0	1	0	"Melanoma in situ of lip"	"February 2009"
47850	"B828600"	72	0	3	0	"Melanoma in situ of lower limb, including hip"	"February 2009"
61989	"B828X00"	15	0	0	0	"Melanoma in situ of other and unspecified parts of face"	"February 2009"
49572	"B828700"	9	0	0	0	"Melanoma in situ of scalp"	"February 2009"
97858	"B828300"	13	0	0	0	"Melanoma in situ of scalp and neck"	"October 2009"
19686	"B828.00"	1885	0	108	0	"Melanoma in situ of skin"	"February 2009"
59768	"B828400"	43	0	1	0	"Melanoma in situ of trunk"	"February 2009"
56694	"B828500"	37	0	0	0	"Melanoma in situ of upper limb, including shoulder"	"February 2009"
54246	"B828W00"	91	0	0	0	"Melanoma in situ, unspecified"	"February 2009"
67075	"7G04200"	45	0	0	0	"Microscop contr excis skin lesion head/neck chemosurg techn"	"February 2009"
67077	"7G04300"	2	0	0	0	"Microscop controlled excis skin lesion chemosurg techn NEC"	"February 2009"
39869	"7G04.11"	32	0	2	0	"Microscopic control excision lesion skin including head/neck"	"February 2009"
37556	"7G04400"	33	0	0	0	"Microscopically controlled excis skin lesion head/neck NEC"	"February 2009"
41864	"7G04.00"	224	0	4	0	"Microscopically controlled excision of lesion of skin"	"February 2009"
36129	"7G04z00"	20	0	0	0	"Microscopically controlled excision of lesion of skin NOS"	"February 2009"
12107	"987D.00"	255218	0	56	0	"Minor surg done - cryotherapy"	"February 2009"
62896	"2FT3.00"	27	0	3	0	"Mixed colour of pigmented skin lesion"	"February 2009"
37558	"7G04211"	1184	0	3	0	"Mohs chemosurgical excision of skin of head or neck"	"February 2009"
22749	"7G04y11"	693	0	4	0	"Mohs chemosurgical excision of skin of other site"	"February 2009"
581	"B76..14"	896247	0	128491	545	"Mole of skin"	"February 2009"
151	"A780.00"	294171	0	4168	3	"Molluscum contagiosum"	"February 2009"
14331	"43jb.00"	412	0	19	571	"Molluscum contagiosum nucleic acid detection"	"February 2009"
56546	"A780000"	161	0	4	0	"Molluscum contagiosum with eyelid involvement"	"February 2009"
31081	"M2y8.00"	185	0	8	0	"Mucinosis of skin"	"February 2009"
49537	"B7J1.12"	17	0	2	0	"Naevus - lymphatic"	"February 2009"
36961	"M2y0600"	81	0	1	0	"Naevus anaemicus"	"February 2009"
5436	"PH31.12"	133	0	7	0	"Naevus flammeus"	"February 2009"
3190	"PH34.11"	12447	0	468	2	"Naevus NEC"	"February 2009"
101092	"PH34000"	661	0	42	0	"Naevus sebaceous"	"December 2010"
28980	"B932.00"	392	0	117	0	"Neoplasm of uncertain behaviour of skin"	"February 2009"
