medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release
1865351000006117	"Finding of Eron severity classif skin and soft tissue inf"	"2Fd"	"2Fd..00"	871041000000104	1865351000006117	
101401019	"Fistula of skin"	"M2yB"	"M2yB.00"	61018003	101401019	
1721991000006115	"Fit for modified JCC or SCC only"	"TRIQQNFI10"	""	1721991000006104	1721991000006115	
75031015	"Fleshy mole"	"L011-1"	"L011.11"	44979007	75031015	
1294531000033111	"Flexitol Skin"	"DRGA48165NEMIS"	""	1294531000033107	1294531000033111	
315257012	"Focal dermal hypoplasia"	"PH334"	"PH33400"	205573006	315257012	
763381000006114	"Follicular cyst of skin & subcutaneous tissue, unspecif"	"M2W"	"M2W..00"	201294000	763381000006114	
309233014	"Follicular cysts of skin and subcutaneous tissue"	"M2B"	"M2B..00"	201294000	309233014	
456402016	"Four layer compression bandaging for skin ulcer"	"7G2EB"	"7G2EB00"	312648001	456402016	
795161000006117	"Frozen section microsc contr excision lesion skin head/neck"	"7G040"	"7G04000"	265650002	795161000006117	
795171000006112	"Frozen section microscopic control excision skin lesion NEC"	"7G041"	"7G04100"	302388008	795171000006112	
797031000006118	"Fungal infection of skin"	"AB0-1"	"AB0..11"	14560005	797031000006118	
1577261000006110	"G4 [218] Unfit exposure skin irritants/sensitizers (to be spec)"	"TRIQQG414"	""	1577261000006106	1577261000006110	
395367010	"Genital warts"	"A7812"	"A781200"	266113007	395367010	
100229013	"Gonococcal keratosis"	"A98y0"	"A98y000"	60335002	100229013	
2068331000033116	"Great Bear Gb Soft Skin"	"DRGA86818NEMIS"	""	2068331000033100	2068331000033116	
406277017	"Haemangioma of skin and subcutaneous tissue"	"B7J01"	"B7J0100"	271481007	406277017	
405394012	"Haematoma with intact skin"	"SE-1"	"SE...11"	105618004	813341000006119	
1223204015	"Hand warts"	"A7816"	"A781600"	240534005	1223204015	
187041000000111	"High molecular weight kininogen level"	"42Qo"	"42Qo.00"	1019311000000106	2553141000000118	
1998881000006119	"High risk basal cell carcinoma"	"EMISNQHI85"	""	1998881000006103	1998881000006119	
333831000033114	"Hollister Skin Barrier"	"DRGA4318BRID"	""	333831000033105	333831000033114	
1776209011	"Hyperkeratosis"	"M2117"	"M211700"	396228006	1776209011	
357656014	"Hyperkeratosis NOS"	"M211-1"	"M211.11"	396228006	830701000006117	
730201000006111	"Hypertrophic disorder of skin, unspecified"	"M21X"	"M21X.00"	24782002	730201000006111	
420185019	"Incision biopsy of skin"	"7G0C3"	"7G0C300"	282014007	420185019	
783081000006114	"Incision of boil of skin NEC"	"7G253-1"	"7G25311"	281648006	783081000006114	
411014016	"Incision of boil of skin of head or neck"	"7G252-1"	"7G25211"	275089008	411014016	
394554016	"Incision of lesion of skin NEC"	"7G253"	"7G25300"	271487006	782551000006117	
394553010	"Incision of lesion of skin of head or neck"	"7G252"	"7G25200"	265692007	394553010	
69130014	"Incision of skin"	"7G25-1"	"7G25.11"	41447009	69130014	
274946019	"Incision of skin NEC"	"7G256"	"7G25600"	41447009	728931000006111	
872551000006112	"Incision of skin NOS"	"7G25z-99"	"7G25z99"	550391000000104	872551000006112	
274943010	"Incision of skin of head or neck"	"7G254"	"7G25400"	177593005	274943010	
82790012	"Infantile acne"	"M2618"	"M261800"	49706007	82790012	
5466011	"Infected skin ulcer"	"M07z-2"	"M07z.12"	2622007	5466011	
1954811000006112	"Infectious disease skin (secondary group)"	"EMISUDDAIN3"	""	1954811000006108	1954811000006112	
1160721000000115	"Inflammation of skin"	"2F1C"	"2F1C.00"	703938007	1738811000006110	
486051000000112	"Infrared photocoagulation of lesion of skin NEC"	"7G074"	"7G07400"	64879003	1588481000006110	
486031000000117	"Infrared photocoagulation of lesion of skin of head or neck"	"7G073"	"7G07300"	282261000000102	486031000000117	
773151000006112	"Insertion of clip into skin/subcutaneous tissue - other site"	"7G21-1"	"7G21.11"	391906003	773151000006112	
773161000006114	"Insertion of clip into skin/subcutaneous tissue head or neck"	"7G20-1"	"7G20.11"	265681006	773161000006114	
1150421000000118	"Internal practice referral for cryotherapy"	"8HlJ0"	"8HlJ000"	516611000000106	1150421000000118	
309116010	"Iodine acne"	"M2614"	"M261400"	201217006	309116010	
459747015	"Irregular outline of pigmented skin lesion"	"2FT1"	"2FT1.00"	315253007	459747015	
459752013	"Itching of pigmented skin lesion"	"2FT4"	"2FT4.00"	315256004	459752013	
1140171000000112	"Itching of skin lesion"	"1N04"	"1N04.00"	445329008	1738641000006113	
173944012	"Kaposi's sarcoma of skin"	"B33z0"	"B33z000"	109386008	173944012	
379262019	"Keratosis"	"M22B"	"M22B.00"	254666005	379262019	
754501000006119	"Keratosis - middle ear"	"F553-1"	"F553.11"	87688009	754501000006119	
754511000006116	"Keratosis follicularis et parafollicular in cutem penetrans"	"M2y60"	"M2y6000"	34042008	754511000006116	
498416013	"Keratosis obturans"	"F5020-1"	"F502011"	59370009	754521000006112	
754531000006110	"Keratosis palmaris"	"PH3y-1"	"PH3y.11"	400166009	754531000006110	
754541000006117	"Keratosis palmaris et plantaris"	"PH3y6"	"PH3y600"	400123002	754541000006117	
9596010	"Keratosis pilaris"	"M2119"	"M211900"	5132005	9596010	
1011631000033118	"Kinerase Intensive Skin"	"DRGA22461NEMIS"	""	1011631000033102	1011631000033118	
1720841000006114	"LS:Unfit exp skin irrit/sensit-type will be spec in Med Docs"	"TRIQQNLS16"	""	1720841000006105	1720841000006114	
274550018	"Laser destruction of lesion of skin NEC"	"7G071"	"7G07100"	302394000	750811000006114	
274549018	"Laser destruction of lesion of skin of head or neck"	"7G070"	"7G07000"	177320001	274549018	
872111000006115	"Laser therapy - skin lesion"	"7G071-99"	"7G07199"	566591000000102	872111000006115	
402976019	"Late effect of skin and subcutaneous tissue injury"	"SC1"	"SC1..00"	269187004	402976019	
402978018	"Late effect of skin and subcutaneous tissue injury NOS"	"SC1z"	"SC1z.00"	269187004	735191000006119	
750051000006119	"Late effects of skin injury"	"SC1-1"	"SC1..11"	269187004	750051000006119	
308948019	"Leukokeratosis NEC"	"M224"	"M224.00"	80659006	745111000006111	
147588019	"Leukokeratosis nicotina palati"	"J0873"	"J087300"	89013002	147588019	
1787682012	"Lichenoid keratosis"	"M22E"	"M22E.00"	403198004	1787682012	
394496015	"Ligation of lesion of skin NEC"	"7G035"	"7G03500"	302387003	743861000006116	
274468017	"Ligation of lesion of skin of head or neck"	"7G039"	"7G03900"	177272008	274468017	
481467018	"Ligation of skin tag"	"7G035-1"	"7G03511"	22914004	481467018	
872051000006118	"Ligation of wart"	"7G035-99"	"7G03599"	682281000000108	872051000006118	
1721981000006118	"Limitation status: Fit for modified JCC or SCC only"	"TRIQQNLI42"	""	1721981000006102	1721981000006118	
290372016	"Lipoma of skin and subcutaneous tissue (excluding face)"	"B741"	"B741.00"	188990009	290372016	
290392011	"Lipoma of skin and subcutaneous tissue (excluding face) NOS"	"B741z"	"B741z00"	188990009	741831000006114	
154139014	"Lipoma of skin and subcutaneous tissue of face"	"B740"	"B740.00"	93159009	154139014	
290371011	"Lipoma of skin and subcutaneous tissue of face NOS"	"B740z"	"B740z00"	93159009	741851000006119	
737941000006115	"Local infection of skin or subcutaneous tissue OS"	"M07y"	"M07y.00"	430348006	737941000006115	
399908015	"Local infection skin/subcut tissue NOS"	"M07z"	"M07z.00"	19824006	737951000006118	
878801000006113	"Local skin ultraviolet therapy"	"8632-98"	"8632.98"	363695005	878801000006113	
1780421011	"Lower leg skin pigmentation"	"2FM1"	"2FM1.00"	401227003	1780421011	
309280018	"Macerated perianal skin"	"M2y4D"	"M2y4D00"	201328008	309280018	
729331000006116	"Malig neop of bone, connective tissue, skin and breast"	"B3"	"B3...00"	271467005	729331000006116	
729341000006114	"Malig neop of bone, connective tissue, skin and breast NOS"	"B3z"	"B3z..00"	271467005	729341000006114	
729351000006111	"Malig neop of bone, connective tissue, skin and breast OS"	"B3y"	"B3y..00"	271467005	729351000006111	
729611000006115	"Malig neop skin of ear and external auricular canal NOS"	"B332z"	"B332z00"	126488004	729611000006115	
289052011	"Malignant melanoma of ankle"	"B3275"	"B327500"	188073001	289052011	
289012014	"Malignant melanoma of auricle (ear)"	"B3220"	"B322000"	188033007	289012014	
289028016	"Malignant melanoma of axilla"	"B3250"	"B325000"	188049009	289028016	
454085011	"Malignant melanoma of back"	"B3257"	"B325700"	310498001	454085011	
289029012	"Malignant melanoma of breast"	"B3251"	"B325100"	188050009	289029012	
289030019	"Malignant melanoma of buttock"	"B3252"	"B325200"	188051008	289030019	
457109011	"Malignant melanoma of chest wall"	"B3258"	"B325800"	313248004	457109011	
289017015	"Malignant melanoma of chin"	"B3231"	"B323100"	188038003	289017015	
289011019	"Malignant melanoma of ear and external auricular canal"	"B322"	"B322.00"	188032002	289011019	
289014010	"Malignant melanoma of ear and external auricular canal NOS"	"B322z"	"B322z00"	188032002	728151000006118	
289013016	"Malignant melanoma of external auditory meatus"	"B3221"	"B322100"	188034001	289013016	
1235785014	"Malignant melanoma of external surface of cheek"	"B3230"	"B323000"	93217003	1235785014	
1235798017	"Malignant melanoma of external surface of nose"	"B3234"	"B323400"	93643005	1235798017	
409844012	"Malignant melanoma of eye"	"B509"	"B509.00"	274087000	409844012	
1235786010	"Malignant melanoma of eyebrow"	"B3232"	"B323200"	93223008	1235786010	
728201000006110	"Malignant melanoma of eyelid including canthus"	"B321"	"B321.00"	231834005	728201000006110	
289022015	"Malignant melanoma of face NOS"	"B323z"	"B323z00"	93225001	728211000006113	
289043019	"Malignant melanoma of finger"	"B3264"	"B326400"	188064009	289043019	
289054012	"Malignant melanoma of foot"	"B3277"	"B327700"	188075008	289054012	
289041017	"Malignant melanoma of fore-arm"	"B3262"	"B326200"	188062008	289041017	
289019017	"Malignant melanoma of forehead"	"B3233"	"B323300"	188040008	289019017	
289056014	"Malignant melanoma of great toe"	"B3279"	"B327900"	188077000	289056014	
289031015	"Malignant melanoma of groin"	"B3253"	"B325300"	188052001	289031015	
289042012	"Malignant melanoma of hand"	"B3263"	"B326300"	188063003	289042012	
289053018	"Malignant melanoma of heel"	"B3276"	"B327600"	188074007	289053018	
289047018	"Malignant melanoma of hip"	"B3270"	"B327000"	188068007	289047018	
1697891000006116	"Malignant melanoma of iris"	"EMISNQMA27"	""	1697891000006100	1697891000006116	
289049015	"Malignant melanoma of knee"	"B3272"	"B327200"	188070003	289049015	
289009011	"Malignant melanoma of lip"	"B320"	"B320.00"	188030005	289009011	
289051016	"Malignant melanoma of lower leg"	"B3274"	"B327400"	188072006	289051016	
289046010	"Malignant melanoma of lower limb and hip"	"B327"	"B327.00"	188067002	289046010	
289057017	"Malignant melanoma of lower limb or hip NOS"	"B327z"	"B327z00"	188067002	728341000006117	
289025018	"Malignant melanoma of neck"	"B3241"	"B324100"	188046002	289025018	
289015011	"Malignant melanoma of other and unspecified parts of face"	"B323"	"B323.00"	269578002	728361000006118	
289060012	"Malignant melanoma of other specified skin site"	"B32y"	"B32y.00"	93655004	728371000006113	
154231019	"Malignant melanoma of perianal skin"	"B3254"	"B325400"	93209006	154231019	
289033017	"Malignant melanoma of perineum"	"B3255"	"B325500"	188054000	289033017	
289050015	"Malignant melanoma of popliteal fossa area"	"B3273"	"B327300"	188071004	289050015	
289024019	"Malignant melanoma of scalp"	"B3240"	"B324000"	188045003	289024019	
289023013	"Malignant melanoma of scalp and neck"	"B324"	"B324.00"	188044004	289023013	
289026017	"Malignant melanoma of scalp and neck NOS"	"B324z"	"B324z00"	188044004	728431000006115	
289039018	"Malignant melanoma of shoulder"	"B3260"	"B326000"	188060000	289039018	
155060012	"Malignant melanoma of skin"	"B32"	"B32..00"	93655004	155060012	
289063014	"Malignant melanoma of skin NOS"	"B32z"	"B32z.00"	93655004	727641000006114	
289021010	"Malignant melanoma of temple"	"B3235"	"B323500"	188042000	289021010	
1694771000006118	"Malignant melanoma of the cilary body"	"EMISNQMA24"	""	1694771000006102	1694771000006118	
289048011	"Malignant melanoma of thigh"	"B3271"	"B327100"	188069004	289048011	
289044013	"Malignant melanoma of thumb"	"B3265"	"B326500"	188065005	289044013	
289055013	"Malignant melanoma of toe"	"B3278"	"B327800"	188076009	289055013	
289027014	"Malignant melanoma of trunk (excluding scrotum)"	"B325"	"B325.00"	93651008	727691000006117	
289037016	"Malignant melanoma of trunk, excluding scrotum, NOS"	"B325z"	"B325z00"	269579005	727701000006117	
289034011	"Malignant melanoma of umbilicus"	"B3256"	"B325600"	188055004	289034011	
289040016	"Malignant melanoma of upper arm"	"B3261"	"B326100"	188061001	289040016	
727731000006113	"Malignant melanoma of upper limb and shoulder"	"B326"	"B326.00"	269580008	727731000006113	
289045014	"Malignant melanoma of upper limb or shoulder NOS"	"B326z"	"B326z00"	269580008	727741000006115	
2438511000000112	"Malignant melanoma stage IA"	"B328"	"B328.00"	956331000000107	2438511000000112	
2438551000000111	"Malignant melanoma stage IB"	"B329"	"B329.00"	956351000000100	2438551000000111	
2438591000000115	"Malignant melanoma stage IIA"	"B32A"	"B32A.00"	956371000000109	2438591000000115	
2438631000000115	"Malignant melanoma stage IIB"	"B32B"	"B32B.00"	956391000000108	2438631000000115	
2438671000000118	"Malignant melanoma stage IIC"	"B32C"	"B32C.00"	956411000000108	2438671000000118	
2438711000000117	"Malignant melanoma stage IIIA"	"B32D"	"B32D.00"	956431000000100	2438711000000117	
2438751000000118	"Malignant melanoma stage IIIB"	"B32E"	"B32E.00"	956451000000107	2438751000000118	
2438791000000114	"Malignant melanoma stage IIIC"	"B32F"	"B32F.00"	956471000000103	2438791000000114	
2438871000000117	"Malignant melanoma stage IV M1a"	"B32G"	"B32G.00"	956511000000107	2438871000000117	
2438911000000115	"Malignant melanoma stage IV M1b"	"B32H"	"B32H.00"	956531000000104	2438911000000115	
2438951000000116	"Malignant melanoma stage IV M1c"	"B32J"	"B32J.00"	956551000000106	2438951000000116	
289131017	"Malignant neoplasm of other specified skin sites"	"B33y"	"B33y.00"	372130007	723261000006118	
155458017	"Malignant neoplasm of perianal skin"	"B3359"	"B335900"	93956001	155458017	
289091018	"Malignant neoplasm of scalp and skin of neck"	"B334"	"B334.00"	188102008	289091018	
289094014	"Malignant neoplasm of scalp or skin of neck NOS"	"B334z"	"B334z00"	188102008	722691000006115	
1806421000006110	"Malignant neoplasm of skin"	"JHCMA19"	""	372130007	1210707014	
289132012	"Malignant neoplasm of skin NOS"	"B33z"	"B33z.00"	372130007	722001000006118	
289099016	"Malignant neoplasm of skin of abdominal wall"	"B3353"	"B335300"	188110009	289099016	
155517014	"Malignant neoplasm of skin of ankle"	"B3375"	"B337500"	94008001	155517014	
289079010	"Malignant neoplasm of skin of auricle (ear)"	"B3320"	"B332000"	188090007	289079010	
289096011	"Malignant neoplasm of skin of axillary fold"	"B3350"	"B335000"	188107002	289096011	
155520018	"Malignant neoplasm of skin of back"	"B3357"	"B335700"	94011000	155520018	
155521019	"Malignant neoplasm of skin of breast"	"B3352"	"B335200"	94012007	155521019	
155522014	"Malignant neoplasm of skin of buttock"	"B3358"	"B335800"	94013002	155522014	
289084016	"Malignant neoplasm of skin of cheek, external"	"B3330"	"B333000"	188095002	289084016	
289097019	"Malignant neoplasm of skin of chest, excluding breast"	"B3351"	"B335100"	372126009	722091000006113	
155525011	"Malignant neoplasm of skin of chin"	"B3331"	"B333100"	94016005	155525011	
289080013	"Malignant neoplasm of skin of external auditory meatus"	"B3321"	"B332100"	188091006	289080013	
155529017	"Malignant neoplasm of skin of eyebrow"	"B3332"	"B333200"	94020009	155529017	
155533012	"Malignant neoplasm of skin of finger"	"B3364"	"B336400"	94023006	155533012	
155534018	"Malignant neoplasm of skin of foot"	"B3377"	"B337700"	94024000	155534018	
289111016	"Malignant neoplasm of skin of fore-arm"	"B3362"	"B336200"	188122007	289111016	
155536016	"Malignant neoplasm of skin of forehead"	"B3333"	"B333300"	94026003	155536016	
289127011	"Malignant neoplasm of skin of great toe"	"B3379"	"B337900"	188138001	289127011	
155537013	"Malignant neoplasm of skin of groin"	"B3355"	"B335500"	94027007	155537013	
155538015	"Malignant neoplasm of skin of hand"	"B3363"	"B336300"	94028002	155538015	
289124016	"Malignant neoplasm of skin of heel"	"B3376"	"B337600"	188135003	289124016	
155539011	"Malignant neoplasm of skin of hip"	"B3370"	"B337000"	94029005	155539011	
155540013	"Malignant neoplasm of skin of knee"	"B3372"	"B337200"	94030000	155540013	
155542017	"Malignant neoplasm of skin of lip"	"B330"	"B330.00"	94032008	155542017	
289122017	"Malignant neoplasm of skin of lower leg"	"B3374"	"B337400"	188133005	289122017	
289116014	"Malignant neoplasm of skin of lower limb and hip"	"B337"	"B337.00"	188127001	289116014	
289128018	"Malignant neoplasm of skin of lower limb or hip NOS"	"B337z"	"B337z00"	188127001	722251000006111	
155545015	"Malignant neoplasm of skin of neck"	"B3341"	"B334100"	94034009	155545015	
289088018	"Malignant neoplasm of skin of nose (external)"	"B3334"	"B333400"	188099008	289088018	
155547011	"Malignant neoplasm of skin of perineum"	"B3356"	"B335600"	94036006	155547011	
289121012	"Malignant neoplasm of skin of popliteal fossa area"	"B3373"	"B337300"	188132000	289121012	
455405012	"Malignant neoplasm of skin of scapular region"	"B335A"	"B335A00"	311779007	455405012	
155550014	"Malignant neoplasm of skin of shoulder"	"B3360"	"B336000"	94039004	155550014	
289089014	"Malignant neoplasm of skin of temple"	"B3335"	"B333500"	188100000	289089014	
155552018	"Malignant neoplasm of skin of thigh"	"B3371"	"B337100"	94041003	155552018	
289114012	"Malignant neoplasm of skin of thumb"	"B3365"	"B336500"	188125009	289114012	
155553011	"Malignant neoplasm of skin of toe"	"B3378"	"B337800"	94042005	155553011	
289095010	"Malignant neoplasm of skin of trunk, excluding scrotum"	"B335"	"B335.00"	372126009	721541000006116	
289107010	"Malignant neoplasm of skin of trunk, excluding scrotum, NOS"	"B335z"	"B335z00"	372126009	721551000006119	
155556015	"Malignant neoplasm of skin of umbilicus"	"B3354"	"B335400"	94044006	155556015	
289110015	"Malignant neoplasm of skin of upper arm"	"B3361"	"B336100"	188121000	289110015	
289108017	"Malignant neoplasm of skin of upper limb and shoulder"	"B336"	"B336.00"	188119005	289108017	
289115013	"Malignant neoplasm of skin of upper limb or shoulder NOS"	"B336z"	"B336z00"	188119005	721591000006113	
720471000006115	"Malignant neoplasm overlapping lesion of skin"	"B33X"	"B33X.00"	94047004	720471000006115	
720511000006113	"Malignant neoplasm skin of ear and external auricular canal"	"B332"	"B332.00"	188089003	720511000006113	
720521000006117	"Malignant neoplasm skin of other and unspecified parts face"	"B333"	"B333.00"	363346000	720521000006117	
720531000006119	"Malignant neoplasm skin other and unspec part of face NOS"	"B333z"	"B333z00"	363346000	720531000006119	
274511017	"Marsupialisation of lesion of skin NEC"	"7G051"	"7G05100"	302389000	717481000006110	
274510016	"Marsupialisation of lesion of skin of head or neck"	"7G050"	"7G05000"	177297007	274510016	
714771000006113	"Mcroscopically controlled excision of lesion of skin OS"	"7G04y"	"7G04y00"	265649002	714771000006113	
1954771000006112	"Medical skin and soft tissue (secondary group)"	"EMISUDDAME8"	""	1954771000006108	1954771000006112	
290494013	"Melanocytic naevi of ear and external auricular canal"	"B7682"	"B768200"	109279002	711881000006115	
290491017	"Melanocytic naevi of eyelid, including canthus"	"B7681"	"B768100"	109273001	711891000006117	
711901000006118	"Melanocytic naevi of lip"	"B7680"	"B768000"	109271004	711901000006118	
290507010	"Melanocytic naevi of lower limb, including hip"	"B7687"	"B768700"	109293009	711921000006111	
290495014	"Melanocytic naevi of other and unspecified parts of face"	"B7683"	"B768300"	109269004	711931000006114	
290498011	"Melanocytic naevi of scalp and neck"	"B7684"	"B768400"	400010006	711001000006119	
711011000006116	"Melanocytic naevi of skin"	"B768"	"B768.00"	400010006	223141000000111	
711021000006112	"Melanocytic naevi of trunk"	"B7685"	"B768500"	109283002	711021000006112	
290502016	"Melanocytic naevi of upper limb, including shoulder"	"B7686"	"B768600"	109289003	711031000006110	
711041000006117	"Melanocytic naevi, unspecified"	"B768X"	"B768X00"	400010006	711041000006117	
880161000006114	"Melanoma - head/neck"	"B324-99"	"B324.99"	188044004	880161000006114	
880191000006118	"Melanoma - lower limb"	"B327-99"	"B327.99"	188067002	880191000006118	
880171000006119	"Melanoma - trunk"	"B325-99"	"B325.99"	188048001	880171000006119	
880181000006116	"Melanoma - upper limb"	"B326-99"	"B326.99"	269580008	880181000006116	
459719019	"Melanoma in situ of back"	"B8289"	"B828900"	315230006	459719019	
459501013	"Melanoma in situ of back of hand"	"B8288"	"B828800"	315036008	459501013	
711081000006111	"Melanoma in situ of ear and external auricular canal"	"B8282"	"B828200"	109278005	711081000006111	
173823013	"Melanoma in situ of eyelid, including canthus"	"B8281"	"B828100"	109274007	173823013	
173821010	"Melanoma in situ of lip"	"B8280"	"B828000"	109272006	173821010	
711111000006117	"Melanoma in situ of lower limb, including hip"	"B8286"	"B828600"	109294003	711111000006117	
711121000006113	"Melanoma in situ of other and unspecified parts of face"	"B828X"	"B828X00"	109270003	711121000006113	
173825018	"Melanoma in situ of scalp"	"B8287"	"B828700"	109276009	173825018	
290856018	"Melanoma in situ of scalp and neck"	"B8283"	"B828300"	189324006	290856018	
335843013	"Melanoma in situ of skin"	"B828"	"B828.00"	109266006	335843013	
173833017	"Melanoma in situ of trunk"	"B8284"	"B828400"	109284008	173833017	
711171000006114	"Melanoma in situ of upper limb, including shoulder"	"B8285"	"B828500"	109290007	711171000006114	
711181000006112	"Melanoma in situ, unspecified"	"B828W"	"B828W00"	127330008	711181000006112	
880151000006112	"Melanoma of skin"	"B32-99"	"B32..99"	93655004	880151000006112	
990551000006111	"Melanoma of skin NOS"	"B32-98"	"B32..98"	93655004	990551000006111	
880201000006115	"Melanoma of skin NOS"	"B32z-99"	"B32z.99"	546881000000105	880201000006115	
1278431000033113	"Micetal Dermal"	"DRGA46801NEMIS"	""	1278431000033109	1278431000033113	
703691000006115	"Microscop contr excis skin lesion head/neck chemosurg techn"	"7G042"	"7G04200"	177290009	703691000006115	
703701000006115	"Microscop contr excis skin lesion head/neck fresh tiss techn"	"7G040-1"	"7G04011"	309512000	703701000006115	
703711000006117	"Microscop controlled excis skin lesion chemosurg techn NEC"	"7G043"	"7G04300"	36049001	703711000006117	
703721000006113	"Microscop controlled excis skin lesion fresh tiss techn NEC"	"7G041-1"	"7G04111"	302388008	703721000006113	
703731000006111	"Microscopic control excision lesion skin including head/neck"	"7G04-1"	"7G04.11"	265649002	703731000006111	
703751000006116	"Microscopically controlled excis skin lesion head/neck NEC"	"7G044"	"7G04400"	265649002	703751000006116	
703761000006119	"Microscopically controlled excision of lesion of skin"	"7G04"	"7G04.00"	265649002	703761000006119	
274505015	"Microscopically controlled excision of lesion of skin NOS"	"7G04z"	"7G04z00"	265649002	703771000006114	
1930241000006118	"Mild acne vulgaris"	"EMISNQMI220"	""	1930241000006102	1930241000006118	
158151000000116	"Minor surg done - cryotherapy"	"987D"	"987D.00"	90491000000103	158151000000116	
459751018	"Mixed colour of pigmented skin lesion"	"2FT3"	"2FT3.00"	315255000	459751018	
1930251000006116	"Moderate acne vulgaris"	"EMISNQMO113"	""	1930251000006100	1930251000006116	
274497019	"Mohs chemosurgical excision of skin of head or neck"	"7G042-1"	"7G04211"	177290009	274497019	
700251000006119	"Mohs chemosurgical excision of skin of other site"	"7G04y-1"	"7G04y11"	36049001	700251000006119	
1787065011	"Mole of skin"	"B76-4"	"B76..14"	400010006	1787065011	
698251000006112	"Molluscum Contagiosum"	"C12-KC60"	""	698251000006108	698251000006112	
66752011	"Molluscum contagiosum"	"A780"	"A780.00"	40070004	66752011	
1923421000006115	"Molluscum contagiosum deoxyribonucleic acid detection assay"	"43jb1"	"43jb100"	1008221000000100	1923421000006115	
313071000000115	"Molluscum contagiosum nucleic acid detection"	"43jb"	"43jb.00"	1030241000000104	996781000006113	
2330961000000112	"Molluscum contagiosum nucleic acid detection assay"	"43jb0"	"43jb000"	1030241000000104	2595341000000113	
459305017	"Molluscum contagiosum with eyelid involvement"	"A7800"	"A780000"	314901000	459305017	
2245331000033110	"Moogoo Skin Milk Udder"	"DRGA114265NEMIS"	""	2245331000033106	2245331000033110	
358102018	"Mucinosis of skin"	"M2y8"	"M2y8.00"	238945000	358102018	
879331000033116	"Mycil Athlete's Foot"	"DRGA15478NEMIS"	""	879331000033100	879331000033116	
682221000006116	"Naevus - lymphatic"	"B7J1-2"	"B7J1.12"	254836000	682221000006116	
378333012	"Naevus NEC"	"PH34-1"	"PH34.11"	239107007	682251000006113	
492838010	"Naevus anaemicus"	"M2y06"	"M2y0600"	40929003	492838010	
682241000006111	"Naevus flammeus"	"PH31-2"	"PH31.12"	416377005	2872318014	
1647871000000116	"Naevus sebaceous"	"PH340"	"PH34000"	707136009	3028758013	
511868016	"Neoplasm of uncertain behaviour of skin"	"B932"	"B932.00"	95087004	511868016	
678501000006119	"Neoplasm of unspec nature of bone, skin or soft tissue NOS"	"BA02z"	"BA02z00"	55342001	678501000006119	
291294017	"Neoplasm of unspecified nature of bone, skin and soft tissue"	"BA02"	"BA02.00"	55342001	678561000006118	
291297012	"Neoplasm of unspecified nature of skin"	"BA022"	"BA02200"	126488004	677841000006116	
1960011000006115	"Neurotrophic atrophy of skin"	"EMISNQNE122"	""	1960011000006104	1960011000006115	
459756011	"Non-healing pigmented skin lesion"	"2FT7"	"2FT7.00"	315259006	459756011	
300615017	"Non-neoplastic naevus"	"G771"	"G771.00"	195381005	300615017	
300638019	"Non-neoplastic naevus NOS"	"G771z"	"G771z00"	195381005	641651000006112	
872221000006118	"Non-surgical skin biopsy"	"7G0C-98"	"7G0C.98"	628441000000105	872221000006118	
242031000033115	"Nystadermal"	"DRGA3333"	""	242031000033104	242031000033115	
255784014	"O/E - nodules in skin"	"2F4"	"2F4..00"	164339001	255784014	
459696016	"O/E - pigmented skin lesion"	"2FT"	"2FT..00"	315209002	459696016	
1805681000006117	"O/E - pigmented skin lesion size"	"EMISNQOE18"	""	1805681000006101	1805681000006117	
255847016	"O/E - rhagades"	"2FE-1"	"2FE..11"	164389009	255847016	
255768013	"O/E - rough skin"	"2F15"	"2F15.00"	164325001	255768013	
255817018	"O/E - scaling on skin"	"2F9-1"	"2F9..11"	164365002	255817018	
255874015	"O/E - sinus in skin"	"2FI"	"2FI..00"	164414006	255874015	
255824017	"O/E - skin - large scales"	"2F94"	"2F94.00"	164369008	255824017	
255823011	"O/E - skin - small scales"	"2F93"	"2F93.00"	164368000	255823011	
402548019	"O/E - skin bullae"	"2F6"	"2F6..00"	268988001	402548019	
255803010	"O/E - skin bullae NOS"	"2F6Z"	"2F6Z.00"	268988001	276461000006116	
255798018	"O/E - skin bullae present"	"2F62"	"2F62.00"	164349003	255798018	
255826015	"O/E - skin burrows"	"2FA"	"2FA..00"	164371008	255826015	
255829010	"O/E - skin burrows NOS"	"2FAZ"	"2FAZ.00"	164371008	276501000006116	
255828019	"O/E - skin burrows present"	"2FA2"	"2FA2.00"	164373006	255828019	
265121000006116	"O/E - skin colour"	"2FM"	"2FM..00"	164423009	265121000006116	
254878010	"O/E - skin colour abnormal"	"2922"	"2922.00"	163632007	254878010	
256107016	"O/E - skin colour over lesion"	"2HD"	"2HD..00"	164603003	256107016	
255864018	"O/E - skin crust"	"2FH"	"2FH..00"	164405001	255864018	
255868015	"O/E - skin crust - blood"	"2FH3"	"2FH3.00"	164409007	255868015	
255869011	"O/E - skin crust - pus"	"2FH4"	"2FH4.00"	164410002	255869011	
255872016	"O/E - skin crust - serum"	"2FH5"	"2FH5.00"	164412005	255872016	
255873014	"O/E - skin crust NOS"	"2FHZ"	"2FHZ.00"	164405001	276581000006113	
255866016	"O/E - skin crust present"	"2FH2"	"2FH2.00"	164407009	255866016	
