medcode	readcode	clinical_events	immunisation_events	referral_events	test_events	read_term	database_build
45929	"D211.11"	46	0	1	0	"Normocytic anaemia following acute bleed"	"February 2009"
5793	"1C6..00"	80424	0	4263	0	"Nose bleed symptom"	"February 2009"
15540	"1C6Z.00"	1671	0	24	0	"Nose bleed symptom NOS"	"February 2009"
29281	"2556.00"	1105	0	216	5	"O/E - bleeding gums"	"February 2009"
2634	"2D85.00"	6714	0	828	1	"O/E - blood in auditory canal"	"February 2009"
5382	"2D25.00"	3752	0	309	0	"O/E - epistaxis"	"February 2009"
47497	"2F65.00"	19	0	1	0	"O/E - haemorrhagic bullae"	"February 2009"
17445	"2G36.00"	601	0	27	0	"O/E - nails-splinter haemorrh."	"February 2009"
7280	"2F23.00"	9486	0	668	0	"O/E - petechiae present"	"February 2009"
8742	"2BB5.00"	6715	0	1343	0	"O/E - retinal haemorrhages"	"February 2009"
71829	"2DE7.00"	7	0	0	0	"O/E - throat haemorrhage"	"February 2009"
3822	"2BB8.00"	8113	0	322	0	"O/E - vitreous haemorrhages"	"February 2009"
16510	"22E9.00"	28354	0	198	0	"O/E-subconjunctival haemorrh'g"	"February 2009"
73028	"L357100"	5	0	0	0	"Obstetric pelvic haematoma - delivered"	"February 2009"
91278	"L357000"	14	0	0	0	"Obstetric pelvic haematoma unspecified"	"February 2009"
47156	"L357.00"	73	0	2	0	"Obstetric trauma causing pelvic haematoma"	"February 2009"
109578	"L357z00"	2	0	0	0	"Obstetric trauma causing pelvic haematoma NOS"	"April 2015"
40165	"4A5..11"	71	0	62	82	"Occult blood in vomit"	"February 2009"
24989	"G850.00"	1783	0	25	0	"Oesophageal varices with bleeding"	"February 2009"
96756	"G852000"	1	0	0	0	"Oesophageal varices with bleeding in diseases EC"	"April 2009"
30655	"G851.00"	1063	0	13	0	"Oesophageal varices without bleeding"	"February 2009"
73139	"G852100"	1	0	0	0	"Oesophageal varices without bleeding in diseases EC"	"February 2009"
73471	"S625.00"	7	0	0	0	"Open traumatic extradural haemorrhage"	"February 2009"
72248	"S705.00"	7	0	0	0	"Open traumatic haemopneumothorax"	"February 2009"
96717	"S621.00"	1	0	0	0	"Open traumatic subarachnoid haemorrhage"	"April 2009"
94351	"S623.00"	2	0	0	0	"Open traumatic subdural haemorrhage"	"February 2009"
38180	"F4H4100"	51	0	5	0	"Optic nerve sheath haemorrhage"	"February 2009"
5808	"K5E..00"	15781	0	1344	0	"Other abnormal uterine and vaginal bleeding"	"February 2009"
31805	"G62..00"	192	0	0	0	"Other and unspecified intracranial haemorrhage"	"February 2009"
22775	"L11y.00"	44	0	0	0	"Other antepartum haemorrhage"	"February 2009"
5464	"L11y100"	37	0	0	0	"Other antepartum haemorrhage - delivered"	"February 2009"
69002	"L11y200"	4	0	0	0	"Other antepartum haemorrhage - not delivered"	"February 2009"
70132	"L11yz00"	9	0	0	0	"Other antepartum haemorrhage NOS"	"February 2009"
62734	"L11y000"	14	0	0	0	"Other antepartum haemorrhage unspecified"	"February 2009"
52968	"S63..00"	12	0	0	0	"Other cerebral haemorrhage following injury"	"February 2009"
42283	"S63z.00"	4	0	0	0	"Other cerebral haemorrhage following injury NOS"	"February 2009"
24603	"L10y.00"	486	0	15	0	"Other haemorrhage in early pregnancy"	"February 2009"
105654	"L10y100"	1	0	0	0	"Other haemorrhage in early pregnancy - delivered"	"January 2013"
73917	"L10y200"	7	0	0	0	"Other haemorrhage in early pregnancy - not delivered"	"February 2009"
69327	"L10yz00"	33	0	3	0	"Other haemorrhage in early pregnancy NOS"	"February 2009"
61301	"L10y000"	36	0	1	0	"Other haemorrhage in early pregnancy unspecified"	"February 2009"
71251	"L361.00"	165	0	0	0	"Other immediate postpartum haemorrhage"	"February 2009"
105425	"L361100"	1	0	0	0	"Other immediate postpartum haemorrhage - deliv with p/n prob"	"December 2012"
66836	"L361z00"	6	0	0	0	"Other immediate postpartum haemorrhage NOS"	"February 2009"
104807	"L361000"	3	0	0	0	"Other immediate postpartum haemorrhage unspecified"	"August 2012"
103877	"L361200"	1	0	0	0	"Other immediate postpartum haemorrhage with postnatal prob"	"March 2012"
42421	"D3y..00"	95	0	3	0	"Other specified disorders of clotting or bleeding"	"February 2009"
6958	"F586200"	2044	0	66	0	"Otorrhagia"	"February 2009"
15131	"K595.00"	2107	0	165	0	"Ovulation bleeding"	"February 2009"
39328	"8513.00"	23	0	0	0	"Pack non-obst.uterine bleeding"	"February 2009"
93190	"7F22712"	2	0	0	0	"Pack to control postnatal haemorrhage"	"February 2009"
54099	"7F22711"	18	0	1	0	"Pack to control postnatal vaginal bleeding"	"February 2009"
47231	"7F22700"	42	0	7	0	"Pack to control postnatal vaginal bleeding"	"February 2009"
101607	"7F22713"	2	0	0	0	"Pack to control postpartum haemorrhage"	"February 2011"
11718	"196B.00"	37436	0	5124	0	"Painful rectal bleeding"	"February 2009"
11698	"196C.00"	80970	0	13293	0	"Painless rectal bleeding"	"February 2009"
20857	"SP21.00"	1608	0	143	0	"Peri-operative haemorrhage or haematoma"	"February 2009"
103474	"S73A100"	1967	0	17	0	"Perianal haematoma"	"December 2011"
7096	"G844.11"	9406	0	142	0	"Perianal haematoma"	"February 2009"
3600	"SE23111"	13886	0	473	0	"Perianal haematoma"	"February 2009"
20326	"L345.11"	433	0	43	1	"Perineal haematoma"	"February 2009"
37249	"K13y800"	222	0	3	0	"Perirenal haematoma"	"February 2009"
6656	"2FS..00"	4228	0	217	0	"Petechiae"	"February 2009"
17317	"L111.00"	394	0	5	0	"Placenta praevia with haemorrhage"	"February 2009"
46097	"L111100"	36	0	2	0	"Placenta praevia with haemorrhage - delivered"	"February 2009"
64752	"L111200"	12	0	0	0	"Placenta praevia with haemorrhage - not delivered"	"February 2009"
68029	"L111z00"	16	0	0	0	"Placenta praevia with haemorrhage NOS"	"February 2009"
96415	"L111000"	10	0	0	0	"Placenta praevia with haemorrhage unspecified"	"April 2009"
7912	"G614.00"	338	0	3	0	"Pontine haemorrhage"	"February 2009"
31521	"SP21200"	465	0	2	0	"Post-operative haematoma formation"	"February 2009"
9571	"SP21100"	1982	0	59	0	"Post-operative haemorrhage"	"February 2009"
1941	"K597.00"	116738	0	19994	4	"Postcoital bleeding"	"February 2009"
1583	"K5A1.00"	161823	0	53296	18	"Postmenopausal bleeding"	"February 2009"
46997	"K59B.00"	95	0	15	0	"Postmenopausal postcoital bleeding"	"February 2009"
1492	"L36..00"	18619	0	1164	3	"Postpartum haemorrhage (PPH)"	"February 2009"
37280	"L36z.00"	655	0	2	0	"Postpartum haemorrhage NOS"	"February 2009"
6554	"J573012"	5254	0	707	0	"PRB - Rectal bleeding"	"February 2009"
47026	"K59A.00"	63	0	6	0	"Premenopausal postcoital bleeding"	"February 2009"
18281	"SP21300"	1401	0	12	0	"Primary post tonsillectomy haemorrhage"	"February 2009"
23601	"K221.00"	96	0	20	2	"Prostatic congestion or haemorrhage"	"February 2009"
71783	"K221z00"	5	0	1	0	"Prostatic congestion or haemorrhage NOS"	"February 2009"
48181	"K221100"	23	0	0	0	"Prostatic haemorrhage"	"February 2009"
8544	"K593.11"	113	0	2	0	"Pubertal bleeding and menorrhagia"	"February 2009"
16518	"K593.00"	682	0	30	0	"Puberty bleeding"	"February 2009"
10366	"7H60700"	1180	0	5	0	"Radical block neck dissection"	"February 2009"
621	"J573011"	399969	0	103170	306	"Rectal bleeding"	"February 2009"
6574	"J573000"	41625	0	6329	2	"Rectal haemorrhage"	"February 2009"
69597	"8512.00"	7	0	0	0	"Rectal packing-haemorr.control"	"February 2009"
20828	"7M0U400"	60	0	4	0	"Reexploration of organ & surgical arrest postop bleeding NOC"	"February 2009"
104124	"8HTE000"	408	0	1100	0	"Referral to rectal bleeding clinic"	"May 2012"
48086	"K138100"	8	0	1	0	"Renal artery haemorrhage"	"February 2009"
111242	"S761111"	1	0	0	0	"Renal haematoma with open wound into cavity"	"August 2016"
37882	"S760111"	91	0	1	0	"Renal haematoma without mention of open wound into cavity"	"February 2009"
28144	"7H22600"	18	0	0	0	"Reopen abdo reexplore intraabd op site surg arr postop bleed"	"February 2009"
16848	"7H02200"	49	0	2	0	"Reopen chest reexplore intraabdom op site surg arr PO bleed"	"February 2009"
46152	"7J01300"	5	0	0	0	"Reopen cranium reexploration op site arrest post op bleeding"	"February 2009"
3039	"F42y500"	8641	0	2516	0	"Retinal haemorrhage NOS"	"February 2009"
69892	"F424300"	22	0	0	0	"Retinal pigment epithelium haemorrhagic detachment"	"February 2009"
21799	"F4K7.00"	106	0	1	0	"Retrobulbar haemorrhage"	"February 2009"
104283	"S780500"	123	0	0	0	"Retroperitoneal haematoma"	"June 2012"
19201	"G61X100"	199	0	0	0	"Right sided intracerebral haemorrhage, unspecified"	"February 2009"
4702	"K286000"	2007	0	179	2	"Scrotal haematoma due to nontraumatic cause"	"February 2009"
24324	"K286100"	425	0	12	0	"Scrotal haemorrhage"	"February 2009"
4367	"L362.00"	1235	0	246	0	"Secondary and delayed postpartum haemorrhage"	"February 2009"
54652	"L362z00"	83	0	6	0	"Secondary and delayed postpartum haemorrhage NOS"	"February 2009"
18677	"SK02.00"	207	0	1	0	"Secondary and recurrent haemorrhage"	"February 2009"
49374	"SK02.11"	13	0	0	0	"Secondary and recurrent haemorrhage"	"February 2009"
5422	"SK02.12"	996	0	205	0	"Secondary and recurrent haemorrhage"	"February 2009"
19221	"SP21400"	1112	0	11	0	"Secondary post tonsillectomy haemorrhage"	"February 2009"
102745	"L362100"	1	0	0	0	"Secondary postpartum haemorrhage - deliv with postnatal prob"	"August 2011"
37735	"L362000"	301	0	4	0	"Secondary postpartum haemorrhage unspecified"	"February 2009"
47542	"L362200"	8	0	1	0	"Secondary postpartum haemorrhage with postnatal problem"	"February 2009"
48149	"G681.00"	34	0	0	0	"Sequelae of intracerebral haemorrhage"	"February 2009"
43451	"G682.00"	177	0	4	0	"Sequelae of other nontraumatic intracranial haemorrhage"	"February 2009"
44740	"G680.00"	36	0	2	0	"Sequelae of subarachnoid haemorrhage"	"February 2009"
64982	"S751100"	3	0	0	0	"Spleen haematoma with open wound into cavity"	"February 2009"
39108	"S750100"	121	0	1	0	"Spleen haematoma without mention of open wound into cavity"	"February 2009"
45340	"L040111"	12	0	0	0	"Spontaneous abortion with heavy bleeding"	"February 2009"
18604	"G61..12"	2088	0	32	0	"Stroke due to intracerebral haemorrhage"	"February 2009"
106511	"S621z00"	1	0	0	0	"Subarachnoid h'ge inj + open intracran wnd+concussion unspec"	"August 2013"
102130	"S620100"	1	0	0	0	"Subarachnoid h'ge inj no open intracran wnd+no loss consc"	"April 2011"
17326	"G60X.00"	228	0	2	0	"Subarachnoid haemorrh from intracranial artery, unspecif"	"February 2009"
1786	"G60..00"	28009	0	967	1	"Subarachnoid haemorrhage"	"February 2009"
28807	"S62..12"	169	0	3	0	"Subarachnoid haemorrhage following injury"	"February 2009"
42331	"G603.00"	142	0	0	0	"Subarachnoid haemorrhage from anterior communicating artery"	"February 2009"
41910	"G605.00"	60	0	0	0	"Subarachnoid haemorrhage from basilar artery"	"February 2009"
56007	"G601.00"	9	0	0	0	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"February 2009"
19412	"G602.00"	340	0	1	0	"Subarachnoid haemorrhage from middle cerebral artery"	"February 2009"
9696	"G604.00"	80	0	0	0	"Subarachnoid haemorrhage from posterior communicating artery"	"February 2009"
60692	"G606.00"	12	0	0	0	"Subarachnoid haemorrhage from vertebral artery"	"February 2009"
23580	"G60z.00"	812	0	8	0	"Subarachnoid haemorrhage NOS"	"February 2009"
712	"F4C7100"	139190	0	1535	0	"Subconjunctival haemorrhage"	"February 2009"
17734	"G622.00"	3340	0	27	0	"Subdural haematoma - nontraumatic"	"February 2009"
4273	"G621.00"	2310	0	178	0	"Subdural haemorrhage - nontraumatic"	"February 2009"
6569	"S62..13"	1066	0	26	0	"Subdural haemorrhage following injury"	"February 2009"
18912	"G623.00"	3807	0	42	0	"Subdural haemorrhage NOS"	"February 2009"
28765	"F42y400"	427	0	5	0	"Subretinal haemorrhage"	"February 2009"
3170	"SE33011"	17960	0	958	0	"Subungual haematoma"	"February 2009"
46938	"F42y100"	95	0	20	0	"Superficial retinal haemorrhage"	"February 2009"
38184	"7404.00"	184	0	7	0	"Surgical arrest of bleeding from internal nose"	"February 2009"
62741	"7404z00"	29	0	0	0	"Surgical arrest of bleeding from internal nose NOS"	"February 2009"
68624	"7404y00"	12	0	0	0	"Surgical arrest of bleeding from internal nose OS"	"February 2009"
52717	"7517511"	10	0	1	0	"Surgical arrest of bleeding post dental extraction"	"February 2009"
34125	"7531400"	349	0	19	0	"Surgical arrest of postoperative bleeding from tonsillar bed"	"February 2009"
33895	"7517500"	102	0	4	0	"Surgical arrest of postoperative bleeding from tooth socket"	"February 2009"
90773	"7421300"	10	0	0	0	"Surgical arrest of postoperative bleeding of adenoid"	"February 2009"
62038	"7609y11"	3	0	0	0	"Tanner devascularisation for bleeding varices"	"February 2009"
55166	"J017200"	6	0	0	0	"Teeth staining due to pulpal bleeding"	"February 2009"
16321	"L360.00"	343	0	15	0	"Third-stage postpartum haemorrhage"	"February 2009"
96747	"L360100"	3	0	0	0	"Third-stage postpartum haemorrhage - deliv with p/n problem"	"April 2009"
66837	"L360z00"	35	0	0	0	"Third-stage postpartum haemorrhage NOS"	"February 2009"
61552	"L360000"	11	0	0	0	"Third-stage postpartum haemorrhage unspecified"	"February 2009"
97719	"L360200"	2	0	0	0	"Third-stage postpartum haemorrhage with postnatal problem"	"October 2009"
39575	"C063000"	23	0	1	0	"Thyroid haemorrhage"	"February 2009"
51717	"H5y0000"	15	0	0	0	"Tracheostomy haemorrhage"	"February 2009"
28077	"S62..14"	62	0	0	0	"Traumatic cerebral haemorrhage"	"February 2009"
18411	"S62A.00"	877	0	3	0	"Traumatic extradural haematoma"	"February 2009"
109369	"S62A100"	2	0	0	0	"Traumatic extradural haematoma with open intracranial wound"	"March 2015"
7472	"SE46.00"	10479	0	199	0	"Traumatic haematoma"	"February 2009"
41874	"S708.00"	109	0	0	0	"Traumatic haemopneumothorax"	"February 2009"
58545	"S627.00"	62	0	0	0	"Traumatic subarachnoid haemorrhage"	"February 2009"
7862	"S629.00"	3347	0	26	0	"Traumatic subdural haematoma"	"February 2009"
96677	"S629100"	5	0	0	0	"Traumatic subdural haematoma with open intracranial wound"	"April 2009"
53980	"S629000"	23	0	0	0	"Traumatic subdural haematoma without open intracranial wound"	"February 2009"
8181	"S628.00"	102	0	2	0	"Traumatic subdural haemorrhage"	"February 2009"
28366	"J12yy00"	6	0	0	0	"Unspec duodenal ulcer; unspec haemorrhage and/or perforation"	"February 2009"
94397	"J11yy00"	10	0	0	0	"Unspec gastric ulcer; unspec haemorrhage and/or perforation"	"February 2009"
112063	"L060100"	1	0	0	0	"Unspec illegal abortion + delayed or excessive haemorrhage"	"September 2017"
68511	"L040100"	9	0	0	0	"Unspec spontaneous abortion + delayed/excessive haemorrhage"	"February 2009"
15464	"F436000"	191	0	15	0	"Unspecified choroidal haemorrhage"	"February 2009"
2814	"J12y100"	842	0	113	0	"Unspecified duodenal ulcer with haemorrhage"	"February 2009"
93436	"J12y300"	1	0	0	0	"Unspecified duodenal ulcer with haemorrhage and perforation"	"February 2009"
57958	"J11y100"	28	0	0	0	"Unspecified gastric ulcer with haemorrhage"	"February 2009"
60346	"J14y100"	1	0	0	0	"Unspecified gastrojejunal ulcer with haemorrhage"	"February 2009"
106524	"L071100"	1	0	0	0	"Unspecified incomplete abortion + delayed/excess haemorrhage"	"August 2013"
106491	"L050100"	2	0	0	0	"Unspecified legal abortion + delayed/excessive haemorrhage"	"August 2013"
70456	"J13y100"	11	0	0	0	"Unspecified peptic ulcer with haemorrhage"	"February 2009"
96622	"J13y300"	1	0	0	0	"Unspecified peptic ulcer with haemorrhage and perforation"	"April 2009"
7733	"K19y411"	928	0	92	0	"Urethral bleeding"	"February 2009"
183	"158..12"	267206	0	42933	129	"Vaginal bleeding"	"February 2009"
34757	"K566.00"	399	0	6	0	"Vaginal haematoma"	"February 2009"
18216	"G833.00"	1206	0	111	0	"Varicose veins of the leg with rupture"	"February 2009"
40583	"701..00"	104	0	6	0	"Ventricle of brain and subarachnoid space operations"	"February 2009"
105871	"701z.00"	2	0	0	0	"Ventricle of brain and subarachnoid space operations NOS"	"March 2013"
39950	"701y.00"	7	0	0	0	"Ventricle of brain or subarachnoid space operations OS"	"February 2009"
97122	"G673300"	179	0	1	0	"Vertebral artery dissection"	"August 2009"
1201	"F4K2800"	10972	0	553	1	"Vitreous haemorrhage"	"February 2009"
27731	"L345.12"	41	0	2	0	"Vulval and perineal haematoma during delivery"	"February 2009"
36703	"L345.00"	45	0	5	0	"Vulval and perineal haematoma during delivery"	"February 2009"
99361	"L345200"	1	0	0	0	"Vulval and perineal haematoma during delivery + p/n problem"	"May 2010"
71057	"L345100"	2	0	0	0	"Vulval and perineal haematoma during delivery - delivered"	"February 2009"
70615	"L345z00"	3	0	0	0	"Vulval and perineal haematoma during delivery NOS"	"February 2009"
37245	"L345000"	10	0	1	0	"Vulval and perineal haematoma during delivery, unspecified"	"February 2009"
