medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release
813371000006110	"Haematospermia"	"K286w-1"	"K286w11"	34615008	813371000006110	
39303019	"Haemopericardium"	"G530"	"G530.00"	23412002	39303019	
813961000006116	"Haemopericardium/current comp folow acut myocard infarct"	"G360"	"G360.00"	194862000	813961000006116	
813971000006111	"Haemoperitoneum - nontraumatic"	"J56y0"	"J56y000"	45626005	813971000006111	
477873012	"Haemopneumothorax"	"H51y1"	"H51y100"	16632002	477873012	
1216071011	"Haemorr. control by pack NOS"	"851Z"	"851Z.00"	182605004	814161000006115	
814171000006110	"Haemorrhage - postoperative"	"SP21-2"	"SP21.12"	110265006	814171000006110	
814181000006113	"Haemorrhage - retinal"	"F42y-1"	"F42y.11"	28998008	814181000006113	
300840014	"Haemorrhage NOS"	"G8y0"	"G8y0.00"	131148009	814221000006116	
282266013	"Haemorrhage control by packing"	"851"	"851..00"	182605004	282266013	
483054015	"Haemorrhage in early pregnancy"	"L10"	"L10..00"	25825004	483054015	
478383018	"Haemorrhage into bladder wall"	"K167"	"K167.00"	17615006	478383018	
504705015	"Haemorrhage of cervix"	"K55y3"	"K55y300"	81488005	504705015	
2240871000000116	"Haemorrhage of dialysis arteriovenous fistula"	"Gy51"	"Gy51.00"	867011000000102	2240871000000116	
2240831000000118	"Haemorrhage of dialysis arteriovenous graft"	"Gy50"	"Gy50.00"	866991000000105	2240831000000118	
2240911000000119	"Haemorrhage of dialysis arteriovenous shunt"	"Gy52"	"Gy52.00"	867031000000105	2240911000000119	
2237901000000119	"Haemorrhage of dialysis vascular access"	"Gy5"	"Gy5..00"	865801000000100	2237901000000119	
105913010	"Haemorrhage of eyelid"	"F4Ey0"	"F4Ey000"	63720000	105913010	
477248016	"Haemorrhage of oesophagus"	"J10y0"	"J10y000"	15238002	477248016	
292686019	"Haemorrhage of parathyroid"	"C12y1"	"C12y100"	190460008	292686019	
396382012	"Haemorrhage of rectum and anus"	"J573"	"J573.00"	266464001	396382012	
303317017	"Haemorrhage of rectum and anus NOS"	"J573z"	"J573z00"	266464001	814291000006119	
1783697014	"Haemorrhage of vagina"	"K56y1"	"K56y100"	289530006	814301000006118	
479008012	"Haemorrhagic choroidal detachment"	"F4372"	"F437200"	19031009	479008012	
485412011	"Haemorrhagic cyst of jaw"	"J0621"	"J062100"	33083001	485412011	
294308013	"Haemorrhagic disorder due to antithrombinaemia"	"D3050"	"D305000"	191288005	294308013	
294307015	"Haemorrhagic disorder due to circulating anticoagulants"	"D305"	"D305.00"	191287000	294307015	
294312019	"Haemorrhagic disorder due to hyperheparinaemia"	"D3051"	"D305100"	191289002	294312019	
294317013	"Haemorrhagic disorder due to increase in anti-10a"	"D3054"	"D305400"	191292003	294317013	
294320017	"Haemorrhagic disorder due to increase in anti-11a"	"D3055"	"D305500"	191293008	294320017	
294313012	"Haemorrhagic disorder due to increase in anti-8a"	"D3052"	"D305200"	191290006	294313012	
294316016	"Haemorrhagic disorder due to increase in anti-9a"	"D3053"	"D305300"	191291005	294316016	
476199010	"Haemorrhagic dysentery"	"A0805"	"A080500"	111939009	814431000006119	
249896014	"Haemorrhagic nephrosonephritis"	"A786"	"A786.00"	364756009	814441000006112	
56652016	"Haemorrhagic otitis externa"	"F501G"	"F501G00"	33934002	56652016	
816991000006115	"Has nose bleeds - epistaxis"	"1C62"	"1C62.00"	162373007	816991000006115	
459713018	"Heavy episode of vaginal bleeding"	"1584"	"1584.00"	315224006	459713018	
1573461000000112	"Heavy menstrual bleeding"	"K5920-2"	"K592012"	386692008	1573461000000112	
310716016	"Hip haemarthrosis"	"N0915-1"	"N091511"	202411007	310716016	
124942016	"Hyphaema"	"F4440"	"F444000"	75229002	124942016	
729101000006114	"Incom inev abor complicated by delayed or excessive haemorr"	"L0441"	"L044100"	307752007	729101000006114	
729161000006110	"Incomp spontaneous abortion + delayed/excessive haemorrhage"	"L0411"	"L041100"	198645000	729161000006110	
782141000006113	"Incomplete illegal abortion + delayed/excessive haemorrhage"	"L0611"	"L061100"	198745005	782141000006113	
782251000006119	"Incomplete inev mis comp by delayed or excessive haemorrhage"	"L0441-1"	"L044111"	307752007	782251000006119	
782351000006113	"Incomplete legal abortion + delayed or excessive haemorrhage"	"L0511"	"L051100"	198706000	782351000006113	
320982018	"Injury of heart with haemopericardium"	"S714"	"S714.00"	210078001	320982018	
267563018	"Insertion of Brighton epistaxis balloon"	"74053"	"7405300"	172821004	267563018	
273634012	"Insertion of pack into vagina NEC"	"7D1D6"	"7D1D600"	387613008	772771000006110	
355440014	"Intermenstrual bleeding"	"K59y3"	"K59y300"	237130006	355440014	
499997018	"Intermenstrual bleeding - irregular"	"K596-1"	"K596.11"	64996003	499997018	
355445016	"Intermenstrual bleeding - regular"	"K595-1"	"K595.11"	237132003	355445016	
496232015	"Internal capsule haemorrhage"	"G611"	"G611.00"	52201006	496232015	
324952015	"Internal prosthetic device causing haemorrhage"	"SP072"	"SP07200"	213133000	324952015	
769531000006117	"Intra-ocular haemorrhage"	"F4045"	"F404500"	93478000	769531000006117	
744731000006115	"Intra-operative haemorrhage"	"SP210"	"SP21000"	213261000	744731000006115	
744901000006114	"Intracerebral haemorrhage"	"G61"	"G61..00"	274100004	744901000006114	
300287010	"Intracerebral haemorrhage NOS"	"G61z"	"G61z.00"	274100004	744931000006118	
744921000006116	"Intracerebral haemorrhage in hemisphere, unspecified"	"G61X"	"G61X.00"	274100004	744921000006116	
300277011	"Intracerebral haemorrhage, intraventricular"	"G617"	"G617.00"	195168007	300277011	
746571000006116	"Intracerebral haemorrhage, multiple localized"	"G618"	"G618.00"	195169004	746571000006116	
486896012	"Intracranial haematoma following injury"	"S630-2"	"S630.12"	37955001	486896012	
300298011	"Intracranial haemorrhage NOS"	"G62z"	"G62z.00"	1386000	769291000006116	
768621000006112	"Intramuscular haematoma NOS"	"SE4z-2"	"SE4z.12"	262969000	768621000006112	
307653012	"Intrapartum haemorrhage with coagulation defect"	"L3A"	"L3A..00"	200173001	307653012	
768771000006115	"Intrapartum haemorrhage, unspecified"	"L3X"	"L3X..00"	38010008	768771000006115	
304143019	"Intrarenal haematoma"	"K1383"	"K138300"	197813005	304143019	
754821000006110	"Kidney haematoma with open wound into cavity"	"S7611"	"S761100"	210205007	754821000006110	
754831000006113	"Kidney haematoma without mention of open wound into cavity"	"S7601"	"S760100"	262891006	754831000006113	
748941000006115	"Left sided intracerebral haemorrhage, unspecified"	"G61X0"	"G61X000"	274100004	748941000006115	
275087014	"Liposuction removal of haematoma"	"7G2H4"	"7G2H400"	177714000	275087014	
321093013	"Liver haematoma and contusion with open wound into cavity"	"S7411"	"S741100"	210173007	321093013	
739711000006114	"Liver haematoma and contusion without open wound into cavity"	"S7401"	"S740100"	262796008	739711000006114	
345675012	"Lobar cerebral haemorrhage"	"G619"	"G619.00"	230710000	345675012	
2610051000000110	"Major postpartum haemorrhage"	"L365"	""	1033591000000101	2610051000000110	
304528011	"Male genital haematoma NOS"	"K286v"	"K286v00"	198057005	729651000006119	
396748016	"Male genital haemorrhage NOS"	"K286w"	"K286w00"	198057005	729661000006117	
58843018	"Mallory-Weiss syndrome"	"J107"	"J107.00"	35265002	58843018	
1984161000006112	"Manchester triage - GI bleeding"	"EMISNQMA138"	""	1984161000006108	1984161000006112	
1984281000006110	"Manchester triage - PV bleeding"	"EMISNQMA150"	""	1984281000006106	1984281000006110	
716851000006119	"Massive umbilical haemorrhage"	"Q4132"	"Q413200"	206403000	716851000006119	
5913016	"Melaena"	"J681"	"J681.00"	2901004	5913016	
411734011	"Melaena - O/E of faeces"	"4737-1"	"4737.11"	275782008	411734011	
355436017	"Metropathia haemorrhagica"	"K59y-1"	"K59y.11"	237128009	355436017	
371567011	"Mid-cycle bleeding"	"K599"	"K599.00"	248981000	371567011	
2610011000000111	"Minor postpartum haemorrhage"	"L364"	""	1033571000000100	2610011000000111	
914911000006113	"Minor surgery postoperative complication - haemorrhage"	"EMISNQMI4"	""	914911000006109	914911000006113	
297142019	"Myelopathy due to haematomyelia"	"F1613"	"F161300"	192900009	297142019	
860751000006113	"Nasal packing -haemorr.control"	"7405-99"	"7405.99"	172819009	860751000006113	
1773211000006117	"No abnormal bleeding symptom"	"EMISNQNO52"	""	1773211000006101	1773211000006117	
1791201000000119	"No bleeding symptom on anticoagulation therapy"	"16R0"	"16R0.00"	801101000000107	1791201000000119	
445119014	"Normocytic anaemia following acute bleed"	"D211-1"	"D211.11"	303060002	445119014	
297191000006112	"Nose bleed symptom"	"1C6"	"1C6..00"	162371009	297191000006112	
297201000006110	"Nose bleed symptom NOS"	"1C6Z"	"1C6Z.00"	162371009	297201000006110	
254280011	"O/E - bleeding gums"	"2556"	"2556.00"	163164001	254280011	
255636013	"O/E - blood in auditory canal"	"2D85"	"2D85.00"	164229005	255636013	
255582011	"O/E - epistaxis"	"2D25"	"2D25.00"	164187003	255582011	
255802017	"O/E - haemorrhagic bullae"	"2F65"	"2F65.00"	164352006	255802017	
255940018	"O/E - nails-splinter haemorrh."	"2G36"	"2G36.00"	164468001	255940018	
255775014	"O/E - petechiae present"	"2F23"	"2F23.00"	164331003	255775014	
255337011	"O/E - retinal haemorrhages"	"2BB5"	"2BB5.00"	163987005	255337011	
255708010	"O/E - throat haemorrhage"	"2DE7"	"2DE7.00"	164279008	255708010	
255341010	"O/E - vitreous haemorrhages"	"2BB8"	"2BB8.00"	163990004	255341010	
270631000006114	"O/E-subconjunctival haemorrh'g"	"22E9"	"22E9.00"	162815002	270631000006114	
307323011	"Obstetric pelvic haematoma - delivered"	"L3571"	"L357100"	199995008	307323011	
269731000006115	"Obstetric pelvic haematoma - delivered with p/n problem"	"L3572"	"L357200"	199996009	269731000006115	
307320014	"Obstetric pelvic haematoma unspecified"	"L3570"	"L357000"	264558008	269351000006114	
307327012	"Obstetric pelvic haematoma with postnatal problem"	"L3573"	"L357300"	199997000	307327012	
307319015	"Obstetric trauma causing pelvic haematoma"	"L357"	"L357.00"	199993001	307319015	
307328019	"Obstetric trauma causing pelvic haematoma NOS"	"L357z"	"L357z00"	199993001	268911000006115	
267331000006112	"Occult blood in vomit"	"4A5-1"	"4A5..11"	167849002	267331000006112	
1216060010	"Oesophageal varices with bleeding"	"G850"	"G850.00"	17709002	1216060010	
300776018	"Oesophageal varices with bleeding in diseases EC"	"G8520"	"G852000"	195475003	300776018	
455465010	"Open heart injury with haemopericardium"	"S7141"	"S714100"	311831009	455465010	
320814012	"Open traumatic extradural haemorrhage"	"S625"	"S625.00"	65189006	50681000006117	
1216907014	"Open traumatic haemopneumothorax"	"S705"	"S705.00"	73477001	1216907014	
320735017	"Open traumatic subarachnoid haemorrhage"	"S621"	"S621.00"	5251007	50751000006115	
320771016	"Open traumatic subdural haemorrhage"	"S623"	"S623.00"	209956005	320771016	
1216033015	"Optic nerve sheath haemorrhage"	"F4H41"	"F4H4100"	14460007	1216033015	
456805013	"Other abnormal uterine and vaginal bleeding"	"K5E"	"K5E..00"	301822002	39391000006119	
300290016	"Other and unspecified intracranial haemorrhage"	"G62"	"G62..00"	62914000	38371000006110	
305730015	"Other antepartum haemorrhage"	"L11y"	"L11y.00"	34842007	37181000006110	
305734012	"Other antepartum haemorrhage - delivered"	"L11y1"	"L11y100"	34842007	37191000006113	
305735013	"Other antepartum haemorrhage - not delivered"	"L11y2"	"L11y200"	34842007	37201000006111	
305738010	"Other antepartum haemorrhage NOS"	"L11yz"	"L11yz00"	34842007	37211000006114	
305731016	"Other antepartum haemorrhage unspecified"	"L11y0"	"L11y000"	34842007	37221000006118	
320853015	"Other cerebral haemorrhage following injury"	"S63"	"S63..00"	450418003	35811000006118	
320897016	"Other cerebral haemorrhage following injury NOS"	"S63z"	"S63z.00"	450418003	35821000006114	
398335013	"Other haemorrhage in early pregnancy"	"L10y"	"L10y.00"	25825004	29031000006118	
305627017	"Other haemorrhage in early pregnancy - delivered"	"L10y1"	"L10y100"	81448000	17661000006119	
305630012	"Other haemorrhage in early pregnancy - not delivered"	"L10y2"	"L10y200"	30850008	17671000006114	
305631011	"Other haemorrhage in early pregnancy NOS"	"L10yz"	"L10yz00"	25825004	29281000006112	
305626014	"Other haemorrhage in early pregnancy unspecified"	"L10y0"	"L10y000"	25825004	29711000006110	
307357015	"Other immediate postpartum haemorrhage"	"L361"	"L361.00"	27214003	28811000006111	
28821000006115	"Other immediate postpartum haemorrhage - deliv with p/n prob"	"L3611"	"L361100"	27214003	28821000006115	
307365017	"Other immediate postpartum haemorrhage NOS"	"L361z"	"L361z00"	27214003	29041000006111	
307360010	"Other immediate postpartum haemorrhage unspecified"	"L3610"	"L361000"	27214003	29061000006110	
29071000006115	"Other immediate postpartum haemorrhage with postnatal prob"	"L3612"	"L361200"	27214003	29071000006115	
294400017	"Other specified disorders of clotting or bleeding"	"D3y"	"D3y..00"	64779008	12801000006116	
44084019	"Otorrhagia"	"F5862"	"F586200"	26322001	44084019	
396788014	"Ovulation bleeding"	"K595"	"K595.00"	266603000	396788014	
464499018	"PRB - Rectal bleeding"	"J5730-2"	"J573012"	12063002	464499018	
885941000006118	"PU - acute + haemorrhage"	"J1301-99"	"J130199"	12274003	885941000006118	
885981000006112	"PU - chronic + haemorrhage"	"J1311-99"	"J131199"	49232000	885981000006112	
282273015	"Pack non-obst.uterine bleeding"	"8513"	"8513.00"	182607007	282273015	
394488013	"Pack to control postnatal haemorrhage"	"7F227-2"	"7F22712"	265641004	394488013	
247771000006117	"Pack to control postnatal vaginal bleeding"	"7F227"	"7F22700"	265641004	247771000006117	
394487015	"Pack to control postnatal vaginal bleeding"	"7F227-1"	"7F22711"	265641004	394487015	
411006010	"Pack to control postpartum haemorrhage"	"7F227-3"	"7F22713"	275082004	411006010	
871761000006112	"Pack to control vaginal bleed."	"7F227-99"	"7F22799"	265641004	871761000006112	
2534219010	"Painful rectal bleeding"	"196B"	"196B.00"	414991007	2534219010	
2534250012	"Painless rectal bleeding"	"196C"	"196C.00"	414992000	2534250012	
1697911000006119	"Paroxysmal haematoma of the finger"	"EMISNQPA85"	""	1697911000006103	1697911000006119	
403111013	"Peri-operative haemorrhage or haematoma"	"SP21"	"SP21.00"	269302003	403111013	
233701000006116	"Perianal haematoma"	"G844-1"	"G844.11"	449815008	233701000006116	
1757561000000116	"Perianal haematoma"	"S73A1"	"S73A100"	449815008	2213971000000113	
483207010	"Perianal haematoma"	"SE231-1"	"SE23111"	237331002	233711000006118	
1988561000006114	"Perianal hematoma"	"G84A"	""	449815008	1988561000006114	
865621000006117	"Pericardial haematoma evacuat."	"793By-99"	"793By99"	562891000000104	865621000006117	
355700019	"Perineal haematoma"	"L345-1"	"L345.11"	237331002	355700019	
304164015	"Perirenal haematoma"	"K13y8"	"K13y800"	197824007	304164015	
406782013	"Petechiae"	"2FS"	"2FS..00"	271813007	406782013	
887801000006115	"Placenta praevia + haemorrhage"	"L111-99"	"L111.99"	198903000	887801000006115	
305665012	"Placenta praevia with haemorrhage"	"L111"	"L111.00"	198903000	305665012	
305669018	"Placenta praevia with haemorrhage - delivered"	"L1111"	"L111100"	198905007	305669018	
305672013	"Placenta praevia with haemorrhage - not delivered"	"L1112"	"L111200"	198906008	305672013	
305673015	"Placenta praevia with haemorrhage NOS"	"L111z"	"L111z00"	198903000	228361000006112	
305668014	"Placenta praevia with haemorrhage unspecified"	"L1110"	"L111000"	198903000	228371000006117	
503469016	"Pontine haemorrhage"	"G614"	"G614.00"	7713009	503469016	
1938701000006110	"Post-catheterisation urethral meatal bleeding"	"EMISNQPO63"	""	1938701000006106	1938701000006110	
878521000006118	"Post-op. haemorrhage control"	"7M0U4-99"	"7M0U499"	621531000000109	878521000006118	
217211000006114	"Post-operative haematoma formation"	"SP212"	"SP21200"	213262007	217211000006114	
217221000006118	"Post-operative haemorrhage"	"SP211"	"SP21100"	110265006	217221000006118	
888561000006115	"Post-partum haemorrhage NOS"	"L36z-99"	"L36z.99"	638751000000104	888561000006115	
81454015	"Postcoital bleeding"	"K597"	"K597.00"	48880000	81454015	
127423017	"Postmenopausal bleeding"	"K5A1"	"K5A1.00"	76742009	127423017	
2534105016	"Postmenopausal postcoital bleeding"	"K59B"	"K59B.00"	415149004	2534105016	
212251000006113	"Postpartum haemorrhage (PPH)"	"L36"	"L36..00"	47821001	212251000006113	
307386017	"Postpartum haemorrhage NOS"	"L36z"	"L36z.00"	47821001	212261000006110	
2533968014	"Premenopausal postcoital bleeding"	"K59A"	"K59A.00"	415168001	2533968014	
458848011	"Primary post tonsillectomy haemorrhage"	"SP213"	"SP21300"	314483007	458848011	
304404012	"Prostatic congestion or haemorrhage"	"K221"	"K221.00"	197973004	304404012	
304407017	"Prostatic congestion or haemorrhage NOS"	"K221z"	"K221z00"	197973004	203321000006116	
1216632014	"Prostatic haemorrhage"	"K2211"	"K221100"	44843000	1216632014	
355429018	"Pubertal bleeding and menorrhagia"	"K593-1"	"K593.11"	237126008	355429018	
396786013	"Puberty bleeding"	"K593"	"K593.00"	266602005	396786013	
1230253013	"Radical block neck dissection"	"7H607"	"7H60700"	45685007	1230253013	
20792019	"Rectal bleeding"	"J5730-1"	"J573011"	12063002	20792019	
464500010	"Rectal haemorrhage"	"J5730"	"J573000"	12063002	464500010	
282268014	"Rectal packing-haemorr.control"	"8512"	"8512.00"	182606003	282268014	
184131000006117	"Reexploration of organ & surgical arrest postop bleeding NOC"	"7M0U4"	"7M0U400"	621531000000109	184131000006117	
1779671000006113	"Referral to rectal bleeding clinic"	"EMISNQRE289"	""	1779671000006109	1779671000006113	
2111911000000119	"Referral to rectal bleeding clinic"	"8HTE0"	"8HTE000"	809121000000102	2111911000000119	
304142012	"Renal artery haemorrhage"	"K1381"	"K138100"	197812000	304142012	
176891000006112	"Renal haematoma with open wound into cavity"	"S7611-1"	"S761111"	210205007	176891000006112	
176901000006111	"Renal haematoma without mention of open wound into cavity"	"S7601-1"	"S760111"	262891006	176901000006111	
177571000006110	"Reopen abdo reexplore intraabd op site surg arr postop bleed"	"7H226"	"7H22600"	177956008	177571000006110	
177591000006111	"Reopen chest reexplore intraabdom op site surg arr PO bleed"	"7H022"	"7H02200"	177768005	177591000006111	
177601000006115	"Reopen cranium reexploration op site arrest post op bleeding"	"7J013"	"7J01300"	178376007	177601000006115	
297864014	"Retinal haemorrhage NOS"	"F42y5"	"F42y500"	28998008	169901000006112	
1216693019	"Retinal pigment epithelium haemorrhagic detachment"	"F4243"	"F424300"	50165004	1216693019	
298916015	"Retrobulbar haemorrhage"	"F4K7"	"F4K7.00"	194179009	298916015	
353768014	"Retroperitoneal haematoma"	"S7805"	"S780500"	236002003	353768014	
163261000006119	"Right sided intracerebral haemorrhage, unspecified"	"G61X1"	"G61X100"	308128006	704642018	
156461000006116	"Scrotal haematoma due to nontraumatic cause"	"K2860"	"K286000"	198058000	156461000006116	
1216798017	"Scrotal haemorrhage"	"K2861"	"K286100"	62182006	1216798017	
157431000006110	"Secondary and delayed postpartum haemorrhage"	"L362"	"L362.00"	23171006	157431000006110	
307373014	"Secondary and delayed postpartum haemorrhage NOS"	"L362z"	"L362z00"	23171006	157441000006117	
323899017	"Secondary and recurrent haemorrhage"	"SK02-2"	"SK02.12"	212373009	323899017	
157461000006118	"Secondary and recurrent haemorrhage"	"SK02-1"	"SK02.11"	212373009	157461000006118	
157451000006115	"Secondary and recurrent haemorrhage"	"SK02"	"SK02.00"	212373009	157451000006115	
458851016	"Secondary post tonsillectomy haemorrhage"	"SP214"	"SP21400"	314484001	458851016	
152031000006115	"Secondary postpartum haemorrhage - deliv with postnatal prob"	"L3621"	"L362100"	200025008	152031000006115	
307368015	"Secondary postpartum haemorrhage unspecified"	"L3620"	"L362000"	23171006	152041000006113	
307372016	"Secondary postpartum haemorrhage with postnatal problem"	"L3622"	"L362200"	23171006	152051000006110	
899231000006115	"Secondary/recurrent haemorr'ge"	"SK02-99"	"SK02.99"	212373009	899231000006115	
300407010	"Sequelae of intracerebral haemorrhage"	"G681"	"G681.00"	195241001	300407010	
149551000006111	"Sequelae of other nontraumatic intracranial haemorrhage"	"G682"	"G682.00"	363302008	149551000006111	
300406018	"Sequelae of subarachnoid haemorrhage"	"G680"	"G680.00"	195240000	300406018	
959701000006119	"Sore/swollen/bleeding gums"	"EMISCSO4"	""	959701000006103	959701000006119	
135621000006117	"Spleen haematoma with open wound into cavity"	"S7511"	"S751100"	210190001	135621000006117	
135631000006119	"Spleen haematoma without mention of open wound into cavity"	"S7501"	"S750100"	262818004	135631000006119	
411401013	"Spontaneous abortion with heavy bleeding"	"L0401-1"	"L040111"	275421004	411401013	
122371000006118	"Stroke due to intracerebral haemorrhage"	"G61-2"	"G61..12"	274100004	122371000006118	
123341000006116	"Subarachnoid h'ge inj + open intracran wnd+1-24hr loss consc"	"S6213"	"S621300"	87253004	123341000006116	
123351000006119	"Subarachnoid h'ge inj + open intracran wnd+concussion unspec"	"S621z"	"S621z00"	5251007	123351000006119	
123361000006117	"Subarachnoid h'ge inj + open intracran wound + unspec consc"	"S6210"	"S621000"	5251007	123361000006117	
123371000006112	"Subarachnoid h'ge inj + open intracran wound+<1hr loss consc"	"S6212"	"S621200"	59633005	123371000006112	
123381000006110	"Subarachnoid h'ge inj + open intracranial wound + no LOC"	"S6211"	"S621100"	209940000	123381000006110	
123391000006113	"Subarachnoid h'ge inj no open intracran wnd+<1hr loss consc"	"S6202"	"S620200"	28048009	123391000006113	
123401000006110	"Subarachnoid h'ge inj no open intracran wnd+>24 LOC+recovery"	"S6204"	"S620400"	28048009	123401000006110	
123411000006113	"Subarachnoid h'ge inj no open intracran wnd+no loss consc"	"S6201"	"S620100"	28048009	123411000006113	
123421000006117	"Subarachnoid h'ge inj no open intracran wound + 1-24hr LOC"	"S6203"	"S620300"	28048009	123421000006117	
123431000006119	"Subarachnoid h'ge inj no open intracran wound + unspec consc"	"S6200"	"S620000"	28048009	123431000006119	
123441000006112	"Subarachnoid haemorrh from intracranial artery, unspecif"	"G60X"	"G60X.00"	21454007	123441000006112	
481028017	"Subarachnoid haemorrhage"	"G60"	"G60..00"	21454007	481028017	
300257016	"Subarachnoid haemorrhage NOS"	"G60z"	"G60z.00"	21454007	123541000006113	
391042012	"Subarachnoid haemorrhage following injury"	"S62-2"	"S62..12"	450375008	123471000006116	
123481000006118	"Subarachnoid haemorrhage from anterior communicating artery"	"G603"	"G603.00"	21454007	123481000006118	
123491000006115	"Subarachnoid haemorrhage from basilar artery"	"G605"	"G605.00"	276284000	123491000006115	
300244012	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"G601"	"G601.00"	195155004	300244012	
123511000006114	"Subarachnoid haemorrhage from middle cerebral artery"	"G602"	"G602.00"	21454007	123511000006114	
123521000006118	"Subarachnoid haemorrhage from posterior communicating artery"	"G604"	"G604.00"	21454007	123521000006118	
300253017	"Subarachnoid haemorrhage from vertebral artery"	"G606"	"G606.00"	195160000	300253017	
503913016	"Subconjunctival haemorrhage"	"F4C71"	"F4C7100"	78768009	503913016	
2475119012	"Subdural haematoma - nontraumatic"	"G622"	"G622.00"	195176009	124201000006111	
884441000006114	"Subdural haemorrhage"	"G621-99"	"G621.99"	195176009	884441000006114	
300294013	"Subdural haemorrhage - nontraumatic"	"G621"	"G621.00"	195176009	300294013	
2534198011	"Subdural haemorrhage NOS"	"G623"	"G623.00"	35486000	980281000006117	
320836010	"Subdural haemorrhage following injury"	"S62-3"	"S62..13"	209987007	320836010	
933081000006112	"Subperiosteal haematoma"	"SE4z-98"	"SE4z.98"	669341000000103	933081000006112	
989951000006111	"Subperiosteal haematoma"	"SE46-99"	"SE46.99"	274179004	989951000006111	
475607010	"Subretinal haemorrhage"	"F42y4"	"F42y400"	13937002	475607010	
1576441000006114	"Subungual Haematoma"	"EGTONSU1"	""	1576441000006105	1576441000006114	
403014019	"Subungual haematoma"	"SE330-1"	"SE33011"	269219004	403014019	
499542018	"Superficial retinal haemorrhage"	"F42y1"	"F42y100"	63297008	499542018	
267550012	"Surgical arrest of bleeding from internal nose"	"7404"	"7404.00"	172811007	267550012	
267560015	"Surgical arrest of bleeding from internal nose NOS"	"7404z"	"7404z00"	172811007	117201000006114	
117211000006112	"Surgical arrest of bleeding from internal nose OS"	"7404y"	"7404y00"	172811007	117211000006112	
117221000006116	"Surgical arrest of bleeding post dental extraction"	"75175-1"	"7517511"	173330006	117221000006116	
1006061000006112	"Surgical arrest of post-extraction haemorrhage"	"EMISD_SU10"	""	1006061000006108	1006061000006112	
268510012	"Surgical arrest of postoperative bleeding from tonsillar bed"	"75314"	"7531400"	173440008	268510012	
117241000006111	"Surgical arrest of postoperative bleeding from tooth socket"	"75175"	"7517500"	173330006	117241000006111	
1543141000006110	"Surgical arrest of postoperative bleeding of adenoid"	"74213"	"7421300"	39508008	1543141000006110	
114801000006118	"Tanner devascularisation for bleeding varices"	"7609y-1"	"7609y11"	173617001	114801000006118	
301948013	"Teeth staining due to pulpal bleeding"	"J0172"	"J017200"	196320004	301948013	
106221000006115	"Third-stage postpartum haemorrhage"	"L360"	"L360.00"	47236005	106221000006115	
106231000006117	"Third-stage postpartum haemorrhage - deliv with p/n problem"	"L3601"	"L360100"	47236005	106231000006117	
307356012	"Third-stage postpartum haemorrhage NOS"	"L360z"	"L360z00"	47236005	106241000006110	
307348014	"Third-stage postpartum haemorrhage unspecified"	"L3600"	"L360000"	47236005	106251000006112	
307352014	"Third-stage postpartum haemorrhage with postnatal problem"	"L3602"	"L360200"	47236005	106261000006114	
1216311012	"Thyroid haemorrhage"	"C0630"	"C063000"	3002002	1216311012	
292443012	"Thyroid haemorrhage and infarction"	"C063"	"C063.00"	190305000	292443012	
292445017	"Thyroid haemorrhage or infarction NOS"	"C063z"	"C063z00"	190305000	101471000006110	
505306012	"Tracheostomy haemorrhage"	"H5y00"	"H5y0000"	82872004	505306012	
505324014	"Traumatic cerebral haemorrhage"	"S62-4"	"S62..14"	450418003	2916058017	
391028016	"Traumatic extradural haematoma"	"S62A"	"S62A.00"	262949005	391028016	
459518012	"Traumatic extradural haematoma with open intracranial wound"	"S62A1"	"S62A100"	315049003	459518012	
409951019	"Traumatic haematoma"	"SE46"	"SE46.00"	274179004	409951019	
493317017	"Traumatic haemopneumothorax"	"S708"	"S708.00"	42434002	493317017	
391043019	"Traumatic subarachnoid haemorrhage"	"S627"	"S627.00"	450375008	86251000006119	
391035012	"Traumatic subdural haematoma"	"S629"	"S629.00"	262952002	2913152010	
459514014	"Traumatic subdural haematoma with open intracranial wound"	"S6291"	"S629100"	315047001	459514014	
459511018	"Traumatic subdural haematoma without open intracranial wound"	"S6290"	"S629000"	315046005	459511018	
320835014	"Traumatic subdural haemorrhage"	"S628"	"S628.00"	209987007	320835014	
894341000006117	"Umbilical haemorrhage"	"Q413-99"	"Q413.99"	82986004	894341000006117	
81241000006111	"Unsp inevitable mis comp by delayed or excessive haemorrhage"	"L0431-1"	"L043111"	198645000	81241000006111	
81301000006118	"Unspec duodenal ulcer; unspec haemorrhage and/or perforation"	"J12yy"	"J12yy00"	51868009	81301000006118	
81311000006115	"Unspec gastric ulcer; unspec haemorrhage and/or perforation"	"J11yy"	"J11yy00"	62366003	81311000006115	
81321000006111	"Unspec gastrojejunal ulcer with haemorrhage and perforation"	"J14y3"	"J14y300"	16121001	81321000006111	
81331000006114	"Unspec gastrojejunal ulcer; unspec haemorrhage/perforation"	"J14yy"	"J14yy00"	16121001	81331000006114	
81341000006116	"Unspec illegal abortion + delayed or excessive haemorrhage"	"L0601"	"L060100"	49632008	81341000006116	
81391000006113	"Unspec inevit abortion comp by delayed or excessive haemorr"	"L0431"	"L043100"	198645000	81391000006113	
81501000006111	"Unspec peptic ulcer; unspec haemorrhage and/or perforation"	"J13yy"	"J13yy00"	13200003	81501000006111	
